id,source,target,type,description
REL_ACC_675,PERSON_ACCUSED_675,FIR_377,ACCUSED_IN,Accused in FIR 377
REL_ACC_676,PERSON_ACCUSED_676,FIR_378,ACCUSED_IN,Accused in FIR 378
REL_ACC_677,PERSON_ACCUSED_677,FIR_379,ACCUSED_IN,Accused in FIR 379
REL_ACC_678,PERSON_ACCUSED_678,FIR_380,ACCUSED_IN,Accused in FIR 380
REL_ACC_679,PERSON_ACCUSED_679,FIR_380,ACCUSED_IN,Accused in FIR 380
REL_ACC_680,PERSON_ACCUSED_680,FIR_380,ACCUSED_IN,Accused in FIR 380
REL_ACC_681,PERSON_ACCUSED_681,FIR_381,ACCUSED_IN,Accused in FIR 381
REL_ACC_682,PERSON_ACCUSED_682,FIR_381,ACCUSED_IN,Accused in FIR 381
REL_ACC_683,PERSON_ACCUSED_683,FIR_382,ACCUSED_IN,Accused in FIR 382
REL_ACC_684,PERSON_ACCUSED_684,FIR_383,ACCUSED_IN,Accused in FIR 383
REL_ACC_685,PERSON_ACCUSED_685,FIR_384,ACCUSED_IN,Accused in FIR 384
REL_ACC_686,PERSON_ACCUSED_686,FIR_385,ACCUSED_IN,Accused in FIR 385
REL_ACC_687,PERSON_ACCUSED_687,FIR_386,ACCUSED_IN,Accused in FIR 386
REL_ACC_688,PERSON_ACCUSED_688,FIR_387,ACCUSED_IN,Accused in FIR 387
REL_ACC_689,PERSON_ACCUSED_689,FIR_388,ACCUSED_IN,Accused in FIR 388
REL_ACC_690,PERSON_ACCUSED_690,FIR_388,ACCUSED_IN,Accused in FIR 388
REL_ACC_691,PERSON_ACCUSED_691,FIR_388,ACCUSED_IN,Accused in FIR 388
REL_ACC_692,PERSON_ACCUSED_692,FIR_389,ACCUSED_IN,Accused in FIR 389
REL_ACC_693,PERSON_ACCUSED_693,FIR_389,ACCUSED_IN,Accused in FIR 389
REL_ACC_694,PERSON_ACCUSED_694,FIR_389,ACCUSED_IN,Accused in FIR 389
REL_ACC_695,PERSON_ACCUSED_695,FIR_390,ACCUSED_IN,Accused in FIR 390
REL_ACC_696,PERSON_ACCUSED_696,FIR_390,ACCUSED_IN,Accused in FIR 390
REL_ACC_697,PERSON_ACCUSED_697,FIR_390,ACCUSED_IN,Accused in FIR 390
REL_ACC_698,PERSON_ACCUSED_698,FIR_391,ACCUSED_IN,Accused in FIR 391
REL_ACC_699,PERSON_ACCUSED_699,FIR_391,ACCUSED_IN,Accused in FIR 391
REL_ACC_700,PERSON_ACCUSED_700,FIR_392,ACCUSED_IN,Accused in FIR 392
REL_ACC_701,PERSON_ACCUSED_701,FIR_392,ACCUSED_IN,Accused in FIR 392
REL_ACC_702,PERSON_ACCUSED_702,FIR_393,ACCUSED_IN,Accused in FIR 393
REL_ACC_703,PERSON_ACCUSED_703,FIR_394,ACCUSED_IN,Accused in FIR 394
REL_ACC_704,PERSON_ACCUSED_704,FIR_394,ACCUSED_IN,Accused in FIR 394
REL_ACC_705,PERSON_ACCUSED_705,FIR_395,ACCUSED_IN,Accused in FIR 395
REL_ACC_706,PERSON_ACCUSED_706,FIR_395,ACCUSED_IN,Accused in FIR 395
REL_ACC_707,PERSON_ACCUSED_707,FIR_395,ACCUSED_IN,Accused in FIR 395
REL_ACC_708,PERSON_ACCUSED_708,FIR_396,ACCUSED_IN,Accused in FIR 396
REL_ACC_709,PERSON_ACCUSED_709,FIR_396,ACCUSED_IN,Accused in FIR 396
REL_ACC_710,PERSON_ACCUSED_710,FIR_397,ACCUSED_IN,Accused in FIR 397
REL_ACC_711,PERSON_ACCUSED_711,FIR_397,ACCUSED_IN,Accused in FIR 397
REL_ACC_712,PERSON_ACCUSED_712,FIR_398,ACCUSED_IN,Accused in FIR 398
REL_ACC_713,PERSON_ACCUSED_713,FIR_399,ACCUSED_IN,Accused in FIR 399
REL_ACC_714,PERSON_ACCUSED_714,FIR_399,ACCUSED_IN,Accused in FIR 399
REL_ACC_715,PERSON_ACCUSED_715,FIR_399,ACCUSED_IN,Accused in FIR 399
REL_ACC_716,PERSON_ACCUSED_716,FIR_400,ACCUSED_IN,Accused in FIR 400
REL_ACC_717,PERSON_ACCUSED_717,FIR_401,ACCUSED_IN,Accused in FIR 401
REL_ACC_718,PERSON_ACCUSED_718,FIR_402,ACCUSED_IN,Accused in FIR 402
REL_ACC_719,PERSON_ACCUSED_719,FIR_403,ACCUSED_IN,Accused in FIR 403
REL_ACC_720,PERSON_ACCUSED_720,FIR_404,ACCUSED_IN,Accused in FIR 404
REL_ACC_721,PERSON_ACCUSED_721,FIR_405,ACCUSED_IN,Accused in FIR 405
REL_ACC_722,PERSON_ACCUSED_722,FIR_406,ACCUSED_IN,Accused in FIR 406
REL_ACC_723,PERSON_ACCUSED_723,FIR_406,ACCUSED_IN,Accused in FIR 406
REL_ACC_724,PERSON_ACCUSED_724,FIR_407,ACCUSED_IN,Accused in FIR 407
REL_ACC_725,PERSON_ACCUSED_725,FIR_407,ACCUSED_IN,Accused in FIR 407
REL_ACC_726,PERSON_ACCUSED_726,FIR_408,ACCUSED_IN,Accused in FIR 408
REL_ACC_727,PERSON_ACCUSED_727,FIR_409,ACCUSED_IN,Accused in FIR 409
REL_ACC_728,PERSON_ACCUSED_728,FIR_409,ACCUSED_IN,Accused in FIR 409
REL_ACC_729,PERSON_ACCUSED_729,FIR_410,ACCUSED_IN,Accused in FIR 410
REL_ACC_730,PERSON_ACCUSED_730,FIR_411,ACCUSED_IN,Accused in FIR 411
REL_ACC_731,PERSON_ACCUSED_731,FIR_412,ACCUSED_IN,Accused in FIR 412
REL_ACC_732,PERSON_ACCUSED_732,FIR_413,ACCUSED_IN,Accused in FIR 413
REL_ACC_733,PERSON_ACCUSED_733,FIR_414,ACCUSED_IN,Accused in FIR 414
REL_ACC_734,PERSON_ACCUSED_274,FIR_415,ACCUSED_IN,Accused in FIR 415
REL_ACC_735,PERSON_ACCUSED_735,FIR_415,ACCUSED_IN,Accused in FIR 415
REL_ACC_736,PERSON_ACCUSED_736,FIR_416,ACCUSED_IN,Accused in FIR 416
REL_ACC_737,PERSON_ACCUSED_737,FIR_416,ACCUSED_IN,Accused in FIR 416
REL_ACC_738,PERSON_ACCUSED_738,FIR_416,ACCUSED_IN,Accused in FIR 416
REL_ACC_739,PERSON_ACCUSED_739,FIR_416,ACCUSED_IN,Accused in FIR 416
REL_ACC_740,PERSON_ACCUSED_740,FIR_416,ACCUSED_IN,Accused in FIR 416
REL_ACC_741,PERSON_ACCUSED_741,FIR_417,ACCUSED_IN,Accused in FIR 417
REL_ACC_742,PERSON_ACCUSED_742,FIR_417,ACCUSED_IN,Accused in FIR 417
REL_ACC_743,PERSON_ACCUSED_743,FIR_417,ACCUSED_IN,Accused in FIR 417
REL_ACC_744,PERSON_ACCUSED_744,FIR_417,ACCUSED_IN,Accused in FIR 417
REL_ACC_745,PERSON_ACCUSED_745,FIR_418,ACCUSED_IN,Accused in FIR 418
REL_ACC_746,PERSON_ACCUSED_746,FIR_418,ACCUSED_IN,Accused in FIR 418
REL_ACC_747,PERSON_ACCUSED_747,FIR_419,ACCUSED_IN,Accused in FIR 419
REL_ACC_748,PERSON_ACCUSED_748,FIR_420,ACCUSED_IN,Accused in FIR 420
REL_ACC_749,PERSON_ACCUSED_749,FIR_421,ACCUSED_IN,Accused in FIR 421
REL_ACC_750,PERSON_ACCUSED_750,FIR_422,ACCUSED_IN,Accused in FIR 422
REL_ACC_751,PERSON_ACCUSED_751,FIR_422,ACCUSED_IN,Accused in FIR 422
REL_ACC_752,PERSON_ACCUSED_752,FIR_423,ACCUSED_IN,Accused in FIR 423
REL_ACC_753,PERSON_ACCUSED_753,FIR_424,ACCUSED_IN,Accused in FIR 424
REL_ACC_754,PERSON_ACCUSED_754,FIR_425,ACCUSED_IN,Accused in FIR 425
REL_ACC_755,PERSON_ACCUSED_755,FIR_425,ACCUSED_IN,Accused in FIR 425
REL_ACC_756,PERSON_ACCUSED_756,FIR_425,ACCUSED_IN,Accused in FIR 425
REL_ACC_757,PERSON_ACCUSED_757,FIR_425,ACCUSED_IN,Accused in FIR 425
REL_ACC_758,PERSON_ACCUSED_758,FIR_426,ACCUSED_IN,Accused in FIR 426
REL_ACC_759,PERSON_ACCUSED_759,FIR_426,ACCUSED_IN,Accused in FIR 426
REL_ACC_760,PERSON_ACCUSED_760,FIR_427,ACCUSED_IN,Accused in FIR 427
REL_ACC_761,PERSON_ACCUSED_761,FIR_428,ACCUSED_IN,Accused in FIR 428
REL_ACC_762,PERSON_ACCUSED_762,FIR_428,ACCUSED_IN,Accused in FIR 428
REL_ACC_763,PERSON_ACCUSED_763,FIR_429,ACCUSED_IN,Accused in FIR 429
REL_ACC_764,PERSON_ACCUSED_764,FIR_430,ACCUSED_IN,Accused in FIR 430
REL_ACC_765,PERSON_ACCUSED_765,FIR_430,ACCUSED_IN,Accused in FIR 430
REL_ACC_766,PERSON_ACCUSED_766,FIR_431,ACCUSED_IN,Accused in FIR 431
REL_ACC_767,PERSON_ACCUSED_767,FIR_432,ACCUSED_IN,Accused in FIR 432
REL_ACC_768,PERSON_ACCUSED_768,FIR_433,ACCUSED_IN,Accused in FIR 433
REL_ACC_769,PERSON_ACCUSED_769,FIR_433,ACCUSED_IN,Accused in FIR 433
REL_ACC_770,PERSON_ACCUSED_770,FIR_434,ACCUSED_IN,Accused in FIR 434
REL_ACC_771,PERSON_ACCUSED_771,FIR_435,ACCUSED_IN,Accused in FIR 435
REL_ACC_772,PERSON_ACCUSED_772,FIR_436,ACCUSED_IN,Accused in FIR 436
REL_ACC_773,PERSON_ACCUSED_773,FIR_437,ACCUSED_IN,Accused in FIR 437
REL_ACC_774,PERSON_ACCUSED_774,FIR_438,ACCUSED_IN,Accused in FIR 438
REL_ACC_775,PERSON_ACCUSED_775,FIR_439,ACCUSED_IN,Accused in FIR 439
REL_ACC_776,PERSON_ACCUSED_776,FIR_439,ACCUSED_IN,Accused in FIR 439
REL_ACC_777,PERSON_ACCUSED_12,FIR_440,ACCUSED_IN,Accused in FIR 440
REL_ACC_778,PERSON_ACCUSED_778,FIR_440,ACCUSED_IN,Accused in FIR 440
REL_ACC_779,PERSON_ACCUSED_779,FIR_441,ACCUSED_IN,Accused in FIR 441
REL_ACC_780,PERSON_ACCUSED_780,FIR_442,ACCUSED_IN,Accused in FIR 442
REL_ACC_781,PERSON_ACCUSED_781,FIR_442,ACCUSED_IN,Accused in FIR 442
REL_ACC_782,PERSON_ACCUSED_782,FIR_442,ACCUSED_IN,Accused in FIR 442
REL_ACC_783,PERSON_ACCUSED_783,FIR_442,ACCUSED_IN,Accused in FIR 442
REL_ACC_784,PERSON_ACCUSED_784,FIR_442,ACCUSED_IN,Accused in FIR 442
REL_ACC_785,PERSON_ACCUSED_785,FIR_443,ACCUSED_IN,Accused in FIR 443
REL_ACC_786,PERSON_ACCUSED_786,FIR_444,ACCUSED_IN,Accused in FIR 444
REL_ACC_787,PERSON_ACCUSED_787,FIR_445,ACCUSED_IN,Accused in FIR 445
REL_ACC_788,PERSON_ACCUSED_274,FIR_446,ACCUSED_IN,Accused in FIR 446
REL_ACC_789,PERSON_ACCUSED_789,FIR_446,ACCUSED_IN,Accused in FIR 446
REL_ACC_790,PERSON_ACCUSED_790,FIR_447,ACCUSED_IN,Accused in FIR 447
REL_ACC_791,PERSON_ACCUSED_791,FIR_447,ACCUSED_IN,Accused in FIR 447
REL_ACC_792,PERSON_ACCUSED_792,FIR_448,ACCUSED_IN,Accused in FIR 448
REL_ACC_793,PERSON_ACCUSED_793,FIR_449,ACCUSED_IN,Accused in FIR 449
REL_ACC_794,PERSON_ACCUSED_794,FIR_449,ACCUSED_IN,Accused in FIR 449
REL_ACC_795,PERSON_ACCUSED_795,FIR_450,ACCUSED_IN,Accused in FIR 450
REL_ACC_796,PERSON_ACCUSED_796,FIR_451,ACCUSED_IN,Accused in FIR 451
REL_ACC_797,PERSON_ACCUSED_797,FIR_452,ACCUSED_IN,Accused in FIR 452
REL_ACC_798,PERSON_ACCUSED_798,FIR_452,ACCUSED_IN,Accused in FIR 452
REL_ACC_799,PERSON_ACCUSED_799,FIR_453,ACCUSED_IN,Accused in FIR 453
REL_ACC_800,PERSON_ACCUSED_800,FIR_454,ACCUSED_IN,Accused in FIR 454
REL_ACC_801,PERSON_ACCUSED_801,FIR_455,ACCUSED_IN,Accused in FIR 455
REL_ACC_802,PERSON_ACCUSED_802,FIR_456,ACCUSED_IN,Accused in FIR 456
REL_ACC_803,PERSON_ACCUSED_803,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_804,PERSON_ACCUSED_804,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_805,PERSON_ACCUSED_805,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_806,PERSON_ACCUSED_806,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_807,PERSON_ACCUSED_807,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_808,PERSON_ACCUSED_808,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_809,PERSON_ACCUSED_809,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_810,PERSON_ACCUSED_810,FIR_457,ACCUSED_IN,Accused in FIR 457
REL_ACC_811,PERSON_ACCUSED_811,FIR_458,ACCUSED_IN,Accused in FIR 458
REL_ACC_812,PERSON_ACCUSED_812,FIR_458,ACCUSED_IN,Accused in FIR 458
REL_ACC_813,PERSON_ACCUSED_813,FIR_459,ACCUSED_IN,Accused in FIR 459
REL_ACC_814,PERSON_ACCUSED_814,FIR_460,ACCUSED_IN,Accused in FIR 460
REL_ACC_815,PERSON_ACCUSED_815,FIR_461,ACCUSED_IN,Accused in FIR 461
REL_ACC_816,PERSON_ACCUSED_816,FIR_462,ACCUSED_IN,Accused in FIR 462
REL_ACC_817,PERSON_ACCUSED_817,FIR_463,ACCUSED_IN,Accused in FIR 463
REL_ACC_818,PERSON_ACCUSED_818,FIR_464,ACCUSED_IN,Accused in FIR 464
REL_ACC_819,PERSON_ACCUSED_819,FIR_465,ACCUSED_IN,Accused in FIR 465
REL_ACC_820,PERSON_ACCUSED_820,FIR_466,ACCUSED_IN,Accused in FIR 466
REL_ACC_821,PERSON_ACCUSED_821,FIR_467,ACCUSED_IN,Accused in FIR 467
REL_ACC_822,PERSON_ACCUSED_822,FIR_467,ACCUSED_IN,Accused in FIR 467
REL_ACC_823,PERSON_ACCUSED_823,FIR_468,ACCUSED_IN,Accused in FIR 468
REL_ACC_824,PERSON_ACCUSED_824,FIR_468,ACCUSED_IN,Accused in FIR 468
REL_ACC_825,PERSON_ACCUSED_825,FIR_469,ACCUSED_IN,Accused in FIR 469
REL_ACC_826,PERSON_ACCUSED_826,FIR_470,ACCUSED_IN,Accused in FIR 470
REL_ACC_827,PERSON_ACCUSED_827,FIR_471,ACCUSED_IN,Accused in FIR 471
REL_ACC_828,PERSON_ACCUSED_828,FIR_472,ACCUSED_IN,Accused in FIR 472
REL_ACC_829,PERSON_ACCUSED_829,FIR_472,ACCUSED_IN,Accused in FIR 472
REL_ACC_830,PERSON_ACCUSED_727,FIR_473,ACCUSED_IN,Accused in FIR 473
REL_ACC_831,PERSON_ACCUSED_831,FIR_473,ACCUSED_IN,Accused in FIR 473
REL_ACC_832,PERSON_ACCUSED_832,FIR_474,ACCUSED_IN,Accused in FIR 474
REL_ACC_833,PERSON_ACCUSED_833,FIR_475,ACCUSED_IN,Accused in FIR 475
REL_ACC_834,PERSON_ACCUSED_834,FIR_475,ACCUSED_IN,Accused in FIR 475
REL_ACC_835,PERSON_ACCUSED_835,FIR_476,ACCUSED_IN,Accused in FIR 476
REL_ACC_836,PERSON_ACCUSED_836,FIR_477,ACCUSED_IN,Accused in FIR 477
REL_ACC_837,PERSON_ACCUSED_837,FIR_477,ACCUSED_IN,Accused in FIR 477
REL_ACC_838,PERSON_ACCUSED_838,FIR_478,ACCUSED_IN,Accused in FIR 478
REL_ACC_839,PERSON_ACCUSED_839,FIR_479,ACCUSED_IN,Accused in FIR 479
REL_ACC_840,PERSON_ACCUSED_840,FIR_479,ACCUSED_IN,Accused in FIR 479
REL_ACC_841,PERSON_ACCUSED_841,FIR_479,ACCUSED_IN,Accused in FIR 479
REL_ACC_842,PERSON_ACCUSED_842,FIR_480,ACCUSED_IN,Accused in FIR 480
REL_ACC_843,PERSON_ACCUSED_843,FIR_481,ACCUSED_IN,Accused in FIR 481
REL_ACC_844,PERSON_ACCUSED_844,FIR_481,ACCUSED_IN,Accused in FIR 481
REL_ACC_845,PERSON_ACCUSED_845,FIR_482,ACCUSED_IN,Accused in FIR 482
REL_ACC_846,PERSON_ACCUSED_846,FIR_483,ACCUSED_IN,Accused in FIR 483
REL_ACC_847,PERSON_ACCUSED_847,FIR_483,ACCUSED_IN,Accused in FIR 483
REL_ACC_848,PERSON_ACCUSED_848,FIR_484,ACCUSED_IN,Accused in FIR 484
REL_ACC_849,PERSON_ACCUSED_849,FIR_485,ACCUSED_IN,Accused in FIR 485
REL_ACC_850,PERSON_ACCUSED_850,FIR_486,ACCUSED_IN,Accused in FIR 486
REL_ACC_851,PERSON_ACCUSED_851,FIR_487,ACCUSED_IN,Accused in FIR 487
REL_ACC_852,PERSON_ACCUSED_852,FIR_487,ACCUSED_IN,Accused in FIR 487
REL_ACC_853,PERSON_ACCUSED_853,FIR_487,ACCUSED_IN,Accused in FIR 487
REL_ACC_854,PERSON_ACCUSED_854,FIR_488,ACCUSED_IN,Accused in FIR 488
REL_ACC_855,PERSON_ACCUSED_855,FIR_488,ACCUSED_IN,Accused in FIR 488
REL_ACC_856,PERSON_ACCUSED_856,FIR_489,ACCUSED_IN,Accused in FIR 489
REL_ACC_857,PERSON_ACCUSED_857,FIR_490,ACCUSED_IN,Accused in FIR 490
REL_ACC_858,PERSON_ACCUSED_858,FIR_490,ACCUSED_IN,Accused in FIR 490
REL_ACC_859,PERSON_ACCUSED_859,FIR_491,ACCUSED_IN,Accused in FIR 491
REL_ACC_860,PERSON_ACCUSED_860,FIR_492,ACCUSED_IN,Accused in FIR 492
REL_ACC_861,PERSON_ACCUSED_861,FIR_493,ACCUSED_IN,Accused in FIR 493
REL_ACC_862,PERSON_ACCUSED_862,FIR_494,ACCUSED_IN,Accused in FIR 494
REL_ACC_863,PERSON_ACCUSED_863,FIR_495,ACCUSED_IN,Accused in FIR 495
REL_ACC_864,PERSON_ACCUSED_864,FIR_495,ACCUSED_IN,Accused in FIR 495
REL_ACC_865,PERSON_ACCUSED_865,FIR_496,ACCUSED_IN,Accused in FIR 496
REL_ACC_866,PERSON_ACCUSED_429,FIR_497,ACCUSED_IN,Accused in FIR 497
REL_ACC_867,PERSON_ACCUSED_867,FIR_497,ACCUSED_IN,Accused in FIR 497
REL_ACC_868,PERSON_ACCUSED_868,FIR_498,ACCUSED_IN,Accused in FIR 498
REL_ACC_869,PERSON_ACCUSED_869,FIR_499,ACCUSED_IN,Accused in FIR 499
REL_ACC_870,PERSON_ACCUSED_870,FIR_500,ACCUSED_IN,Accused in FIR 500
REL_ACC_871,PERSON_ACCUSED_871,FIR_501,ACCUSED_IN,Accused in FIR 501
REL_ACC_872,PERSON_ACCUSED_872,FIR_501,ACCUSED_IN,Accused in FIR 501
REL_ACC_873,PERSON_ACCUSED_873,FIR_501,ACCUSED_IN,Accused in FIR 501
REL_ACC_874,PERSON_ACCUSED_874,FIR_502,ACCUSED_IN,Accused in FIR 502
REL_ACC_875,PERSON_ACCUSED_875,FIR_502,ACCUSED_IN,Accused in FIR 502
REL_ACC_876,PERSON_ACCUSED_876,FIR_503,ACCUSED_IN,Accused in FIR 503
REL_ACC_877,PERSON_ACCUSED_877,FIR_504,ACCUSED_IN,Accused in FIR 504
REL_ACC_878,PERSON_ACCUSED_878,FIR_505,ACCUSED_IN,Accused in FIR 505
REL_ACC_879,PERSON_ACCUSED_879,FIR_506,ACCUSED_IN,Accused in FIR 506
REL_ACC_880,PERSON_ACCUSED_880,FIR_506,ACCUSED_IN,Accused in FIR 506
REL_ACC_881,PERSON_ACCUSED_881,FIR_507,ACCUSED_IN,Accused in FIR 507
REL_ACC_882,PERSON_ACCUSED_882,FIR_508,ACCUSED_IN,Accused in FIR 508
REL_ACC_883,PERSON_ACCUSED_883,FIR_509,ACCUSED_IN,Accused in FIR 509
REL_ACC_884,PERSON_ACCUSED_884,FIR_510,ACCUSED_IN,Accused in FIR 510
REL_ACC_885,PERSON_ACCUSED_885,FIR_510,ACCUSED_IN,Accused in FIR 510
REL_ACC_886,PERSON_ACCUSED_886,FIR_511,ACCUSED_IN,Accused in FIR 511
REL_ACC_887,PERSON_ACCUSED_887,FIR_511,ACCUSED_IN,Accused in FIR 511
REL_ACC_888,PERSON_ACCUSED_888,FIR_511,ACCUSED_IN,Accused in FIR 511
REL_ACC_889,PERSON_ACCUSED_889,FIR_512,ACCUSED_IN,Accused in FIR 512
REL_ACC_890,PERSON_ACCUSED_890,FIR_512,ACCUSED_IN,Accused in FIR 512
REL_ACC_891,PERSON_ACCUSED_891,FIR_512,ACCUSED_IN,Accused in FIR 512
REL_ACC_892,PERSON_ACCUSED_892,FIR_513,ACCUSED_IN,Accused in FIR 513
REL_ACC_893,PERSON_ACCUSED_893,FIR_513,ACCUSED_IN,Accused in FIR 513
REL_ACC_894,PERSON_ACCUSED_894,FIR_514,ACCUSED_IN,Accused in FIR 514
REL_ACC_895,PERSON_ACCUSED_895,FIR_514,ACCUSED_IN,Accused in FIR 514
REL_ACC_896,PERSON_ACCUSED_896,FIR_514,ACCUSED_IN,Accused in FIR 514
REL_ACC_897,PERSON_ACCUSED_897,FIR_515,ACCUSED_IN,Accused in FIR 515
REL_ACC_898,PERSON_ACCUSED_898,FIR_515,ACCUSED_IN,Accused in FIR 515
REL_ACC_899,PERSON_ACCUSED_899,FIR_516,ACCUSED_IN,Accused in FIR 516
REL_ACC_900,PERSON_ACCUSED_900,FIR_517,ACCUSED_IN,Accused in FIR 517
REL_ACC_901,PERSON_ACCUSED_901,FIR_517,ACCUSED_IN,Accused in FIR 517
REL_ACC_902,PERSON_ACCUSED_902,FIR_518,ACCUSED_IN,Accused in FIR 518
REL_ACC_903,PERSON_ACCUSED_382,FIR_519,ACCUSED_IN,Accused in FIR 519
REL_ACC_904,PERSON_ACCUSED_904,FIR_519,ACCUSED_IN,Accused in FIR 519
REL_ACC_905,PERSON_ACCUSED_905,FIR_520,ACCUSED_IN,Accused in FIR 520
REL_ACC_906,PERSON_ACCUSED_906,FIR_520,ACCUSED_IN,Accused in FIR 520
REL_ACC_907,PERSON_ACCUSED_907,FIR_520,ACCUSED_IN,Accused in FIR 520
REL_ACC_908,PERSON_ACCUSED_908,FIR_520,ACCUSED_IN,Accused in FIR 520
REL_ACC_909,PERSON_ACCUSED_909,FIR_520,ACCUSED_IN,Accused in FIR 520
REL_ACC_910,PERSON_ACCUSED_910,FIR_520,ACCUSED_IN,Accused in FIR 520
REL_ACC_911,PERSON_ACCUSED_911,FIR_521,ACCUSED_IN,Accused in FIR 521
REL_ACC_912,PERSON_ACCUSED_912,FIR_521,ACCUSED_IN,Accused in FIR 521
REL_ACC_913,PERSON_ACCUSED_913,FIR_521,ACCUSED_IN,Accused in FIR 521
REL_ACC_914,PERSON_ACCUSED_914,FIR_522,ACCUSED_IN,Accused in FIR 522
REL_ACC_915,PERSON_ACCUSED_296,FIR_523,ACCUSED_IN,Accused in FIR 523
REL_ACC_916,PERSON_ACCUSED_916,FIR_523,ACCUSED_IN,Accused in FIR 523
REL_ACC_917,PERSON_ACCUSED_917,FIR_524,ACCUSED_IN,Accused in FIR 524
REL_ACC_918,PERSON_ACCUSED_918,FIR_524,ACCUSED_IN,Accused in FIR 524
REL_ACC_919,PERSON_ACCUSED_919,FIR_525,ACCUSED_IN,Accused in FIR 525
REL_ACC_920,PERSON_ACCUSED_920,FIR_525,ACCUSED_IN,Accused in FIR 525
REL_ACC_921,PERSON_ACCUSED_921,FIR_525,ACCUSED_IN,Accused in FIR 525
REL_ACC_922,PERSON_ACCUSED_503,FIR_526,ACCUSED_IN,Accused in FIR 526
REL_ACC_923,PERSON_ACCUSED_923,FIR_526,ACCUSED_IN,Accused in FIR 526
REL_ACC_924,PERSON_ACCUSED_924,FIR_527,ACCUSED_IN,Accused in FIR 527
REL_ACC_925,PERSON_ACCUSED_925,FIR_527,ACCUSED_IN,Accused in FIR 527
REL_ACC_926,PERSON_ACCUSED_926,FIR_528,ACCUSED_IN,Accused in FIR 528
REL_ACC_927,PERSON_ACCUSED_927,FIR_529,ACCUSED_IN,Accused in FIR 529
REL_ACC_928,PERSON_ACCUSED_928,FIR_529,ACCUSED_IN,Accused in FIR 529
REL_ACC_929,PERSON_ACCUSED_929,FIR_529,ACCUSED_IN,Accused in FIR 529
REL_ACC_930,PERSON_ACCUSED_930,FIR_530,ACCUSED_IN,Accused in FIR 530
REL_ACC_931,PERSON_ACCUSED_931,FIR_531,ACCUSED_IN,Accused in FIR 531
REL_ACC_932,PERSON_ACCUSED_932,FIR_532,ACCUSED_IN,Accused in FIR 532
REL_ACC_933,PERSON_ACCUSED_933,FIR_532,ACCUSED_IN,Accused in FIR 532
REL_ACC_934,PERSON_ACCUSED_934,FIR_532,ACCUSED_IN,Accused in FIR 532
REL_ACC_935,PERSON_ACCUSED_935,FIR_533,ACCUSED_IN,Accused in FIR 533
REL_ACC_936,PERSON_ACCUSED_936,FIR_533,ACCUSED_IN,Accused in FIR 533
REL_ACC_937,PERSON_ACCUSED_937,FIR_534,ACCUSED_IN,Accused in FIR 534
REL_ACC_938,PERSON_ACCUSED_938,FIR_535,ACCUSED_IN,Accused in FIR 535
REL_ACC_939,PERSON_ACCUSED_939,FIR_536,ACCUSED_IN,Accused in FIR 536
REL_ACC_940,PERSON_ACCUSED_940,FIR_536,ACCUSED_IN,Accused in FIR 536
REL_ACC_941,PERSON_ACCUSED_941,FIR_537,ACCUSED_IN,Accused in FIR 537
REL_ACC_942,PERSON_ACCUSED_942,FIR_537,ACCUSED_IN,Accused in FIR 537
REL_ACC_943,PERSON_ACCUSED_943,FIR_537,ACCUSED_IN,Accused in FIR 537
REL_ACC_944,PERSON_ACCUSED_944,FIR_538,ACCUSED_IN,Accused in FIR 538
REL_ACC_945,PERSON_ACCUSED_945,FIR_539,ACCUSED_IN,Accused in FIR 539
REL_ACC_946,PERSON_ACCUSED_946,FIR_540,ACCUSED_IN,Accused in FIR 540
REL_ACC_947,PERSON_ACCUSED_947,FIR_540,ACCUSED_IN,Accused in FIR 540
REL_ACC_948,PERSON_ACCUSED_948,FIR_540,ACCUSED_IN,Accused in FIR 540
REL_ACC_949,PERSON_ACCUSED_949,FIR_541,ACCUSED_IN,Accused in FIR 541
REL_ACC_950,PERSON_ACCUSED_950,FIR_541,ACCUSED_IN,Accused in FIR 541
REL_ACC_951,PERSON_ACCUSED_951,FIR_541,ACCUSED_IN,Accused in FIR 541
REL_ACC_952,PERSON_ACCUSED_952,FIR_542,ACCUSED_IN,Accused in FIR 542
REL_ACC_953,PERSON_ACCUSED_953,FIR_543,ACCUSED_IN,Accused in FIR 543
REL_ACC_954,PERSON_ACCUSED_954,FIR_544,ACCUSED_IN,Accused in FIR 544
REL_ACC_955,PERSON_ACCUSED_955,FIR_544,ACCUSED_IN,Accused in FIR 544
REL_ACC_956,PERSON_ACCUSED_956,FIR_545,ACCUSED_IN,Accused in FIR 545
REL_ACC_957,PERSON_ACCUSED_957,FIR_545,ACCUSED_IN,Accused in FIR 545
REL_ACC_958,PERSON_ACCUSED_958,FIR_545,ACCUSED_IN,Accused in FIR 545
REL_ACC_959,PERSON_ACCUSED_959,FIR_545,ACCUSED_IN,Accused in FIR 545
