id,fir_no,case_no,crime_type_id,crime_type_en,crime_type_kn,police_station_id,district_id,date,status_en,description,lat,lng
FIR_276,100030109202400003,202400003,CRIME_28,Identity Theft,Identity Theft,PS_109,DIST_1,2024-11-19,Under Investigation,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 179,000.",15.832535,74.520947
FIR_277,100100137202500001,202500001,CRIME_32,Ganja Possession,Ganja Possession,PS_137,DIST_1,2025-09-26,Under Investigation,Police intercepted the accused near MG Road and recovered 5.9 kg of ganja from their possession.,14.288862,76.450284
FIR_278,100050125202500002,202500002,CRIME_1,Murder,Murder,PS_125,DIST_1,2025-01-03,Closed (Undetected),"The complainant reported that Manoj was found dead with injuries near Industrial Layout, allegedly assaulted by her husband following a dispute over a family dispute.",13.061882,77.657874
FIR_279,200050128202400002,202400002,CRIME_15,Acid Attack,Acid Attack,PS_128,DIST_1,2024-11-20,Charge Sheeted,"The victim was attacked with a corrosive substance by the accused near Industrial Layout, sustaining burn injuries.",12.934846,77.699564
FIR_280,100170155202400002,202400002,CRIME_14,Stalking,Stalking,PS_155,DIST_1,2024-06-07,Pending Trial,The complainant stated that the accused has been following and contacting her repeatedly near Temple Street despite objection.,17.381852,76.816187
FIR_281,300070131202400001,202400001,CRIME_34,Drug Peddling,Drug Peddling,PS_131,DIST_1,2024-08-03,Charge Sheeted,The accused was apprehended near Main Bazaar while allegedly peddling narcotic substances to local youth.,11.935877,76.99192
FIR_282,400250175202600001,202600001,CRIME_25,Forgery,Forgery,PS_175,DIST_1,2026-05-19,Pending Trial,The complainant reported that the accused forged signatures on documents related to an extramarital affair suspicion to gain wrongful benefit.,13.971436,75.529319
FIR_283,100230173202400002,202400002,CRIME_8,Dacoity,Dacoity,PS_173,DIST_1,2024-06-07,Under Investigation,"A group of armed persons robbed the complainant's shop at Ring Road, decamping with cash and goods worth Rs 17,000.",16.159629,77.356612
FIR_284,300100138202400001,202400001,CRIME_26,Bank Fraud,Bank Fraud,PS_138,DIST_1,2024-04-10,Charge Sheeted,"The complainant's bank account was debited for Rs 134,000 through fraudulent means allegedly involving the accused.",14.194037,76.443197
FIR_285,100030109202400004,202400004,CRIME_8,Dacoity,Dacoity,PS_109,DIST_1,2024-03-13,Under Investigation,"A group of armed persons robbed the complainant's shop at College Road, decamping with cash and goods worth Rs 127,000.",15.820682,74.518486
FIR_286,100050119202600001,202600001,CRIME_31,Phishing,Phishing,PS_119,DIST_1,2026-04-05,Convicted,"The complainant clicked a fraudulent link received via SMS and lost Rs 306,000 from their bank account.",13.013049,77.612075
FIR_287,300030108202500001,202500001,CRIME_32,Ganja Possession,Ganja Possession,PS_108,DIST_1,2025-12-28,Charge Sheeted,Police intercepted the accused near College Road and recovered 3.9 kg of ganja from their possession.,15.871016,74.586371
FIR_288,100110139202600001,202600001,CRIME_38,Unlawful Assembly,Unlawful Assembly,PS_139,DIST_1,2026-05-09,Charge Sheeted,"A group gathered near College Road in violation of prohibitory orders, leading to a law and order situation.",12.851289,74.855941
FIR_289,400200161202500001,202500001,CRIME_47,Land Fraud,Land Fraud,PS_161,DIST_1,2025-03-08,Under Investigation,The complainant reported an incident related to crimes related to documents/property occurring near College Road. Investigation is underway to ascertain further facts.,15.367029,76.161362
FIR_290,100120146202400001,202400001,CRIME_5,Grievous Hurt,Grievous Hurt,PS_146,DIST_1,2024-06-06,Charge Sheeted,The victim sustained grievous injuries after being attacked with a knife by her in-laws near Temple Street over unpaid loan.,14.424232,75.921979
FIR_291,500260176202500001,202500001,CRIME_6,Theft,Theft,PS_176,DIST_1,2025-07-02,Under Investigation,"The complainant's mobile phone was stolen from outside their residence at Market area, valued at approximately Rs 308,000.",13.386962,77.097355
FIR_292,100110141202400003,202400003,CRIME_3,Culpable Homicide,Culpable Homicide,PS_141,DIST_1,2024-04-30,Pending Trial,"The complainant reported that Kavya died following an altercation with his neighbour near Railway Station Road, suspected to involve a financial transaction.",12.861528,74.824015
FIR_293,100200162202400001,202400001,CRIME_21,Atrocity - Social Boycott,Atrocity - Social Boycott,PS_162,DIST_1,2024-08-18,Under Investigation,The complainant reported an incident related to crimes against scs/sts occurring near APMC Yard. Investigation is underway to ascertain further facts.,15.319602,76.206843
FIR_294,100230173202500003,202500003,CRIME_8,Dacoity,Dacoity,PS_173,DIST_1,2025-04-06,Charge Sheeted,"A group of armed persons robbed the complainant's shop at Church Street, decamping with cash and goods worth Rs 135,000.",16.161399,77.390065
FIR_295,100050116202500006,202500006,CRIME_50,Outraging Modesty,Outraging Modesty,PS_116,DIST_1,2025-09-22,Under Investigation,The complainant reported that the accused outraged her modesty near Church Street.,12.994755,77.649264
FIR_296,800060130202500001,202500001,CRIME_3,Culpable Homicide,Culpable Homicide,PS_130,DIST_1,2025-08-31,Closed (Undetected),"The complainant reported that Lakshmi died following an altercation with an unidentified assailant near Station Road, suspected to involve a property dispute.",17.875723,77.543082
FIR_297,100050126202500001,202500001,CRIME_3,Culpable Homicide,Culpable Homicide,PS_126,DIST_1,2025-11-08,Closed (Undetected),"The complainant reported that Suresh died following an altercation with her husband near Bus Stand Road, suspected to involve a property dispute.",13.022753,77.654203
FIR_298,100180158202400001,202400001,CRIME_6,Theft,Theft,PS_158,DIST_1,2024-10-16,Charge Sheeted,"The complainant reported that unknown persons broke into their house at Gandhi Nagar and stole gold jewellery worth Rs 380,000 and cash. The incident occurred while the family was away.",12.478464,75.746626
FIR_299,100050117202400005,202400005,CRIME_14,Stalking,Stalking,PS_117,DIST_1,2024-02-28,Closed (False Case),The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.,13.006506,77.544667
FIR_300,100060130202500003,202500003,CRIME_3,Culpable Homicide,Culpable Homicide,PS_130,DIST_1,2025-12-16,Under Investigation,"The complainant reported that Suresh died following an altercation with her husband near Bus Stand Road, suspected to involve land boundary issues.",17.877552,77.470702
FIR_301,300270177202400001,202400001,CRIME_21,Atrocity - Social Boycott,Atrocity - Social Boycott,PS_177,DIST_1,2024-01-17,Under Investigation,The complainant reported an incident related to crimes against scs/sts occurring near Ring Road. Investigation is underway to ascertain further facts.,13.280258,74.732442
FIR_302,100080134202600001,202600001,CRIME_12,Domestic Violence,Domestic Violence,PS_134,DIST_1,2026-01-08,Convicted,The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in College Road.,13.374296,77.724204
FIR_303,100300180202600001,202600001,CRIME_47,Land Fraud,Land Fraud,PS_180,DIST_1,2026-05-29,Under Investigation,The complainant reported an incident related to crimes related to documents/property occurring near APMC Yard. Investigation is underway to ascertain further facts.,16.882292,75.751545
FIR_304,300280178202500003,202500003,CRIME_8,Dacoity,Dacoity,PS_178,DIST_1,2025-12-30,Closed (False Case),"A group of armed persons robbed the complainant's shop at Railway Station Road, decamping with cash and goods worth Rs 418,000.",14.838569,74.73217
FIR_305,100260176202500005,202500005,CRIME_24,Criminal Breach of Trust,Criminal Breach of Trust,PS_176,DIST_1,2025-08-04,Charge Sheeted,"The complainant alleged that the accused, entrusted with funds of Rs 58,000 for land boundary issues, misappropriated the amount.",13.338078,77.11896
FIR_306,100310181202600003,202600003,CRIME_54,Mischief,Mischief,PS_181,DIST_1,2026-02-23,Charge Sheeted,The complainant reported an incident related to other ipc crimes occurring near Railway Station Road. Investigation is underway to ascertain further facts.,16.745126,77.093776
FIR_307,200050127202500001,202500001,CRIME_25,Forgery,Forgery,PS_127,DIST_1,2025-09-18,Charge Sheeted,The complainant reported that the accused forged signatures on documents related to a family dispute to gain wrongful benefit.,12.956595,77.660945
FIR_308,200050125202500001,202500001,CRIME_26,Bank Fraud,Bank Fraud,PS_125,DIST_1,2025-08-19,Charge Sheeted,"The complainant's bank account was debited for Rs 324,000 through fraudulent means allegedly involving the accused.",12.99947,77.551745
FIR_309,100220165202400004,202400004,CRIME_14,Stalking,Stalking,PS_165,DIST_1,2024-05-21,Convicted,The complainant stated that the accused has been following and contacting her repeatedly near College Road despite objection.,12.332307,76.638894
FIR_310,400090135202400002,202400002,CRIME_3,Culpable Homicide,Culpable Homicide,PS_135,DIST_1,2024-01-08,Charge Sheeted,"The complainant reported that Lakshmi died following an altercation with a known acquaintance near Church Street, suspected to involve unpaid loan.",13.27567,75.813929
FIR_311,300150151202600001,202600001,CRIME_15,Acid Attack,Acid Attack,PS_151,DIST_1,2026-03-25,Under Investigation,"The victim was attacked with a corrosive substance by the accused near APMC Yard, sustaining burn injuries.",12.993042,76.08659
FIR_312,400050115202600002,202600002,CRIME_14,Stalking,Stalking,PS_115,DIST_1,2026-02-05,Charge Sheeted,The complainant stated that the accused has been following and contacting her repeatedly near Station Road despite objection.,12.921708,77.592603
FIR_313,300020104202500001,202500001,CRIME_32,Ganja Possession,Ganja Possession,PS_104,DIST_1,2025-04-03,Under Investigation,Police intercepted the accused near Church Street and recovered 4.6 kg of ganja from their possession.,15.144386,76.87445
FIR_314,300070132202500001,202500001,CRIME_13,Sexual Harassment,Sexual Harassment,PS_132,DIST_1,2025-04-05,Under Investigation,The complainant reported that her in-laws made unwelcome advances and passed lewd remarks towards her near Market area.,11.888059,76.981002
FIR_315,100230173202500004,202500004,CRIME_27,Online Fraud,Online Fraud,PS_173,DIST_1,2025-07-11,Closed (Undetected),"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 80,000 from the complainant's account.",16.160605,77.39288
FIR_316,100050116202500007,202500007,CRIME_47,Land Fraud,Land Fraud,PS_116,DIST_1,2025-01-13,Closed (False Case),The complainant reported an incident related to crimes related to documents/property occurring near Market area. Investigation is underway to ascertain further facts.,13.023159,77.623923
FIR_317,100030106202400001,202400001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_106,DIST_1,2024-08-07,Under Investigation,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,15.804168,74.507432
FIR_318,100190159202600001,202600001,CRIME_23,Cheating,Cheating,PS_159,DIST_1,2026-05-19,Charge Sheeted,"The complainant paid an advance of Rs 160,000 to the accused for a business partnership which was never delivered as promised.",13.164438,78.07448
FIR_319,400220167202500001,202500001,CRIME_28,Identity Theft,Identity Theft,PS_167,DIST_1,2025-03-25,Charge Sheeted,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 124,000.",12.33268,76.661277
FIR_320,200030106202400001,202400001,CRIME_28,Identity Theft,Identity Theft,PS_106,DIST_1,2024-07-18,Under Investigation,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 267,000.",15.895047,74.529536
FIR_321,800220170202400001,202400001,CRIME_26,Bank Fraud,Bank Fraud,PS_170,DIST_1,2024-08-09,Closed (False Case),"The complainant's bank account was debited for Rs 83,000 through fraudulent means allegedly involving the accused.",12.323236,76.609732
FIR_322,100180157202500003,202500003,CRIME_55,Chain Snatching,Chain Snatching,PS_157,DIST_1,2025-08-25,Charge Sheeted,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards New Extension.",12.471432,75.761336
FIR_323,400110144202500002,202500002,CRIME_8,Dacoity,Dacoity,PS_144,DIST_1,2025-05-04,Pending Trial,"A group of armed persons robbed the complainant's shop at Gandhi Nagar, decamping with cash and goods worth Rs 124,000.",12.877942,74.887702
FIR_324,100050115202500002,202500002,CRIME_35,Illegal Firearm Possession,Illegal Firearm Possession,PS_115,DIST_1,2025-02-16,Under Investigation,Police recovered an unlicensed firearm from the accused during a routine check near Main Bazaar.,13.083549,77.5648
FIR_325,500050117202500001,202500001,CRIME_55,Chain Snatching,Chain Snatching,PS_117,DIST_1,2025-11-07,Closed (Undetected),"The complainant, a woman walking near Temple Street, reported that two men on a motorcycle snatched her gold chain and sped away towards Railway Station Road.",13.040747,77.662072
FIR_326,200050120202400001,202400001,CRIME_9,Burglary,Burglary,PS_120,DIST_1,2024-06-09,Closed (Undetected),"Unknown persons broke into the complainant's premises at Station Road at night and decamped with valuables worth Rs 123,000.",12.940196,77.506989
FIR_327,100110141202400004,202400004,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_141,DIST_1,2024-02-07,Convicted,"A police patrol near Bus Stand Road intercepted a vehicle and recovered narcotic substances weighing 11.3 kg, suspected to be in transit for sale.",12.860997,74.821697
FIR_328,100220165202500007,202500007,CRIME_8,Dacoity,Dacoity,PS_165,DIST_1,2025-12-23,Pending Trial,"A group of armed persons robbed the complainant's shop at Ring Road, decamping with cash and goods worth Rs 278,000.",12.340771,76.682982
FIR_329,500050117202500002,202500002,CRIME_10,Vehicle Theft,Vehicle Theft,PS_117,DIST_1,2025-11-20,Pending Trial,The complainant reported that their car parked near Old Town was stolen overnight. The vehicle was not recovered at the time of registration.,13.094145,77.64605
FIR_330,100220169202500001,202500001,CRIME_16,Child Abuse,Child Abuse,PS_169,DIST_1,2025-05-08,Under Investigation,The complainant reported that the minor victim was subjected to abuse by a former business partner at Main Bazaar.,12.323283,76.69019
FIR_331,100050124202500002,202500002,CRIME_18,Child Labour,Child Labour,PS_124,DIST_1,2025-10-21,Pending Trial,The complainant reported an incident related to crimes against children occurring near Railway Station Road. Investigation is underway to ascertain further facts.,12.959209,77.587374
FIR_332,100050116202400008,202400008,CRIME_12,Domestic Violence,Domestic Violence,PS_116,DIST_1,2024-07-29,Under Investigation,The complainant alleged repeated physical and mental harassment by her husband over dowry-related demands at their residence in Ring Road.,13.005991,77.633001
FIR_333,100090136202600003,202600003,CRIME_34,Drug Peddling,Drug Peddling,PS_136,DIST_1,2026-01-20,Under Investigation,The accused was apprehended near Railway Station Road while allegedly peddling narcotic substances to local youth.,13.342877,75.750788
FIR_334,100020104202400001,202400001,CRIME_25,Forgery,Forgery,PS_104,DIST_1,2024-06-10,Closed (Undetected),The complainant reported that the accused forged signatures on documents related to a business partnership to gain wrongful benefit.,15.126457,76.977109
FIR_335,100290179202400001,202400001,CRIME_8,Dacoity,Dacoity,PS_179,DIST_1,2024-12-10,Convicted,"A group of armed persons robbed the complainant's shop at Temple Street, decamping with cash and goods worth Rs 291,000.",15.209139,76.415762
FIR_336,100220171202400002,202400002,CRIME_18,Child Labour,Child Labour,PS_171,DIST_1,2024-02-04,Abated,The complainant reported an incident related to crimes against children occurring near Gandhi Nagar. Investigation is underway to ascertain further facts.,12.312681,76.647292
FIR_337,300050116202500001,202500001,CRIME_1,Murder,Murder,PS_116,DIST_1,2025-11-01,Pending Trial,The victim Ramesh was fatally attacked with a knife by the accused near College Road. The motive is suspected to be a financial transaction.,12.922061,77.580205
FIR_338,100050118202500001,202500001,CRIME_24,Criminal Breach of Trust,Criminal Breach of Trust,PS_118,DIST_1,2025-07-17,Charge Sheeted,"The complainant alleged that the accused, entrusted with funds of Rs 17,000 for a family dispute, misappropriated the amount.",13.018103,77.598455
FIR_339,200200161202600001,202600001,CRIME_31,Phishing,Phishing,PS_161,DIST_1,2026-05-11,Pending Trial,"The complainant clicked a fraudulent link received via SMS and lost Rs 390,000 from their bank account.",15.379308,76.139238
FIR_340,100260176202400005,202400005,CRIME_41,Hit and Run,Hit and Run,PS_176,DIST_1,2024-02-26,Referred to Another PS,The victim was hit by an unidentified vehicle near Station Road and sustained injuries; the driver fled the scene.,13.376769,77.089863
FIR_341,300050115202500002,202500002,CRIME_7,Robbery,Robbery,PS_115,DIST_1,2025-12-01,Pending Trial,The complainant was robbed of cash and a mobile phone by unidentified persons near Bus Stand Road at knife-point.,12.955299,77.666328
FIR_342,100050116202500008,202500008,CRIME_12,Domestic Violence,Domestic Violence,PS_116,DIST_1,2025-04-27,Pending Trial,The complainant alleged repeated physical and mental harassment by a known acquaintance over dowry-related demands at their residence in Market area.,12.942446,77.670402
FIR_343,200050122202500001,202500001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_122,DIST_1,2025-10-09,Pending Trial,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,13.06053,77.640608
FIR_344,100140150202500002,202500002,CRIME_6,Theft,Theft,PS_150,DIST_1,2025-08-20,Charge Sheeted,"The complainant's mobile phone was stolen from outside their residence at Bus Stand Road, valued at approximately Rs 121,000.",15.448122,75.68109
FIR_345,100230173202500005,202500005,CRIME_55,Chain Snatching,Chain Snatching,PS_173,DIST_1,2025-03-06,Charge Sheeted,"The complainant, a woman walking near Gandhi Nagar, reported that two men on a motorcycle snatched her gold chain and sped away towards Ring Road.",16.204296,77.410046
FIR_346,100020105202600001,202600001,CRIME_28,Identity Theft,Identity Theft,PS_105,DIST_1,2026-02-18,Charge Sheeted,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 288,000.",15.19994,76.896512
FIR_347,100100138202500001,202500001,CRIME_5,Grievous Hurt,Grievous Hurt,PS_138,DIST_1,2025-11-22,Charge Sheeted,The victim sustained grievous injuries after being attacked with a knife by her in-laws near Church Street over a property dispute.,14.187142,76.38208
FIR_348,100280178202400003,202400003,CRIME_54,Mischief,Mischief,PS_178,DIST_1,2024-01-16,Charge Sheeted,The complainant reported an incident related to other ipc crimes occurring near New Extension. Investigation is underway to ascertain further facts.,14.815668,74.735653
FIR_349,100050115202400005,202400005,CRIME_27,Online Fraud,Online Fraud,PS_115,DIST_1,2024-10-03,Convicted,"The complainant received a call from an unknown person claiming to be a bank official, who obtained OTP details and transferred Rs 219,000 from the complainant's account.",12.959887,77.610477
FIR_350,100190160202500001,202500001,CRIME_55,Chain Snatching,Chain Snatching,PS_160,DIST_1,2025-04-29,Pending Trial,"The complainant, a woman walking near Ring Road, reported that two men on a motorcycle snatched her gold chain and sped away towards College Road.",13.117105,78.181493
FIR_351,100090135202600001,202600001,CRIME_6,Theft,Theft,PS_135,DIST_1,2026-06-05,Under Investigation,"The complainant's laptop was stolen from outside their residence at Railway Station Road, valued at approximately Rs 53,000.",13.376257,75.740366
FIR_352,100270177202500003,202500003,CRIME_30,Data Theft,Data Theft,PS_177,DIST_1,2025-12-31,Charge Sheeted,The complainant's confidential business data was allegedly copied and misused by a former employee.,13.304653,74.792748
FIR_353,100020104202500002,202500002,CRIME_41,Hit and Run,Hit and Run,PS_104,DIST_1,2025-07-31,Under Investigation,The victim was hit by an unidentified vehicle near APMC Yard and sustained injuries; the driver fled the scene.,15.105454,76.930563
FIR_354,200050117202600001,202600001,CRIME_8,Dacoity,Dacoity,PS_117,DIST_1,2026-07-03,Closed (False Case),"A group of armed persons robbed the complainant's shop at Bus Stand Road, decamping with cash and goods worth Rs 430,000.",12.966591,77.639747
FIR_355,100260176202500006,202500006,CRIME_2,Attempt to Murder,Attempt to Murder,PS_176,DIST_1,2025-03-01,Acquitted,The accused attacked Ramesh with a wooden stick near Bus Stand Road following a quarrel over unpaid loan. The victim was rushed to hospital with grievous injuries.,13.2926,77.130371
FIR_356,100220167202600002,202600002,CRIME_7,Robbery,Robbery,PS_167,DIST_1,2026-03-25,Under Investigation,The complainant was robbed of cash and a mobile phone by unidentified persons near Bus Stand Road at knife-point.,12.338046,76.64213
FIR_357,100290179202600001,202600001,CRIME_2,Attempt to Murder,Attempt to Murder,PS_179,DIST_1,2026-03-07,Compromised,The accused attacked Ramesh with a knife near APMC Yard following a quarrel over a property dispute. The victim was rushed to hospital with grievous injuries.,15.241398,76.462201
FIR_358,100050114202600001,202600001,CRIME_3,Culpable Homicide,Culpable Homicide,PS_114,DIST_1,2026-06-02,Referred to Another PS,"The complainant reported that Anitha died following an altercation with a former business partner near MG Road, suspected to involve a business partnership.",12.954889,77.568284
FIR_359,100110139202400001,202400001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_139,DIST_1,2024-07-02,Charge Sheeted,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,12.873524,74.806179
FIR_360,100220172202500002,202500002,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_172,DIST_1,2025-03-13,Pending Trial,"A police patrol near Station Road intercepted a vehicle and recovered narcotic substances weighing 2.0 kg, suspected to be in transit for sale.",12.326428,76.652723
FIR_361,100050117202400006,202400006,CRIME_28,Identity Theft,Identity Theft,PS_117,DIST_1,2024-09-06,Compromised,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 93,000.",13.077136,77.513878
FIR_362,800030111202400001,202400001,CRIME_26,Bank Fraud,Bank Fraud,PS_111,DIST_1,2024-11-20,Under Investigation,"The complainant's bank account was debited for Rs 98,000 through fraudulent means allegedly involving the accused.",15.871796,74.534208
FIR_363,200210163202400001,202400001,CRIME_9,Burglary,Burglary,PS_163,DIST_1,2024-06-24,Pending Trial,"Unknown persons broke into the complainant's premises at New Extension at night and decamped with valuables worth Rs 29,000.",12.492049,76.9164
FIR_364,100280178202600003,202600003,CRIME_7,Robbery,Robbery,PS_178,DIST_1,2026-06-26,Under Investigation,The complainant was robbed of cash and a mobile phone by unidentified persons near College Road at knife-point.,14.80473,74.650035
FIR_365,100200161202500001,202500001,CRIME_14,Stalking,Stalking,PS_161,DIST_1,2025-08-25,Abated,The complainant stated that the accused has been following and contacting her repeatedly near Ring Road despite objection.,15.325221,76.136913
FIR_366,200050115202500001,202500001,CRIME_13,Sexual Harassment,Sexual Harassment,PS_115,DIST_1,2025-02-06,Charge Sheeted,The complainant reported that a former business partner made unwelcome advances and passed lewd remarks towards her near Church Street.,12.926767,77.586363
FIR_367,300050114202400001,202400001,CRIME_7,Robbery,Robbery,PS_114,DIST_1,2024-01-22,Under Investigation,The complainant was robbed of cash and a mobile phone by unidentified persons near Temple Street at knife-point.,12.904575,77.647356
FIR_368,100190159202400001,202400001,CRIME_40,Rash Driving,Rash Driving,PS_159,DIST_1,2024-08-14,Abated,"The complainant reported that the accused was driving a vehicle rashly near Industrial Layout, endangering pedestrians.",13.1979,78.126305
FIR_369,100030106202400002,202400002,CRIME_29,Cyber Stalking,Cyber Stalking,PS_106,DIST_1,2024-01-20,Convicted,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,15.86731,74.567289
FIR_370,100040113202600001,202600001,CRIME_38,Unlawful Assembly,Unlawful Assembly,PS_113,DIST_1,2026-04-07,Under Investigation,"A group gathered near New Extension in violation of prohibitory orders, leading to a law and order situation.",13.273321,77.585743
FIR_371,800140150202500001,202500001,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_150,DIST_1,2025-10-06,Pending Trial,"A police patrol near Railway Station Road intercepted a vehicle and recovered narcotic substances weighing 7.6 kg, suspected to be in transit for sale.",15.43174,75.613684
FIR_372,100160154202500002,202500002,CRIME_10,Vehicle Theft,Vehicle Theft,PS_154,DIST_1,2025-09-10,Pending Trial,The complainant reported that their car parked near Industrial Layout was stolen overnight. The vehicle was not recovered at the time of registration.,14.792985,75.417535
FIR_373,200220165202500002,202500002,CRIME_16,Child Abuse,Child Abuse,PS_165,DIST_1,2025-10-14,Under Investigation,The complainant reported that the minor victim was subjected to abuse by a former business partner at Old Town.,12.339386,76.676404
FIR_374,100050117202400007,202400007,CRIME_8,Dacoity,Dacoity,PS_117,DIST_1,2024-04-07,Pending Trial,"A group of armed persons robbed the complainant's shop at Industrial Layout, decamping with cash and goods worth Rs 136,000.",13.037094,77.609731
FIR_375,100200161202600001,202600001,CRIME_52,Criminal Intimidation,Criminal Intimidation,PS_161,DIST_1,2026-02-19,Charge Sheeted,The complainant alleged being threatened with dire consequences by a known acquaintance over a dispute regarding past enmity.,15.353478,76.20278
FIR_376,200050117202400001,202400001,CRIME_32,Ganja Possession,Ganja Possession,PS_117,DIST_1,2024-06-20,Closed (Undetected),Police intercepted the accused near Gandhi Nagar and recovered 6.3 kg of ganja from their possession.,13.038124,77.532086
FIR_377,300280178202400001,202400001,CRIME_36,Illegal Arms Manufacturing,Illegal Arms Manufacturing,PS_178,DIST_1,2024-09-30,Closed (Undetected),The complainant reported an incident related to arms act offences occurring near College Road. Investigation is underway to ascertain further facts.,14.834399,74.748172
FIR_378,300270177202400002,202400002,CRIME_24,Criminal Breach of Trust,Criminal Breach of Trust,PS_177,DIST_1,2024-05-04,Under Investigation,"The complainant alleged that the accused, entrusted with funds of Rs 216,000 for a business partnership, misappropriated the amount.",13.357179,74.718732
FIR_379,100110144202400001,202400001,CRIME_4,Assault,Assault,PS_144,DIST_1,2024-12-22,Charge Sheeted,"The complainant stated that her in-laws assaulted them near Temple Street following an argument over a property dispute, causing hurt.",12.894424,74.839811
FIR_380,100240174202400003,202400003,CRIME_30,Data Theft,Data Theft,PS_174,DIST_1,2024-02-22,Convicted,The complainant's confidential business data was allegedly copied and misused by a former employee.,12.758227,77.250347
FIR_381,100050115202600004,202600004,CRIME_34,Drug Peddling,Drug Peddling,PS_115,DIST_1,2026-02-11,Under Investigation,The accused was apprehended near Railway Station Road while allegedly peddling narcotic substances to local youth.,12.920053,77.671261
FIR_382,100210164202400001,202400001,CRIME_52,Criminal Intimidation,Criminal Intimidation,PS_164,DIST_1,2024-06-14,Under Investigation,The complainant alleged being threatened with dire consequences by her in-laws over a dispute regarding unpaid loan.,12.575208,76.957994
FIR_383,100050117202600002,202600002,CRIME_35,Illegal Firearm Possession,Illegal Firearm Possession,PS_117,DIST_1,2026-02-28,Under Investigation,Police recovered an unlicensed firearm from the accused during a routine check near APMC Yard.,12.921087,77.573053
FIR_384,100050115202600005,202600005,CRIME_9,Burglary,Burglary,PS_115,DIST_1,2026-03-14,Under Investigation,"Unknown persons broke into the complainant's premises at Bus Stand Road at night and decamped with valuables worth Rs 49,000.",13.045609,77.631018
FIR_385,300220165202400003,202400003,CRIME_55,Chain Snatching,Chain Snatching,PS_165,DIST_1,2024-08-06,Closed (Undetected),"The complainant, a woman walking near APMC Yard, reported that two men on a motorcycle snatched her gold chain and sped away towards Gandhi Nagar.",12.30117,76.66647
FIR_386,300220171202500001,202500001,CRIME_5,Grievous Hurt,Grievous Hurt,PS_171,DIST_1,2025-09-15,Under Investigation,The victim sustained grievous injuries after being attacked with a iron rod by a former business partner near Main Bazaar over a property dispute.,12.323904,76.691001
FIR_387,100090135202500002,202500002,CRIME_9,Burglary,Burglary,PS_135,DIST_1,2025-08-17,Closed (Undetected),"Unknown persons broke into the complainant's premises at Old Town at night and decamped with valuables worth Rs 366,000.",13.366383,75.777781
FIR_388,800290179202400001,202400001,CRIME_33,NDPS Trafficking,NDPS Trafficking,PS_179,DIST_1,2024-08-05,Charge Sheeted,"A police patrol near Railway Station Road intercepted a vehicle and recovered narcotic substances weighing 5.5 kg, suspected to be in transit for sale.",15.213907,76.419988
FIR_389,400140149202500001,202500001,CRIME_28,Identity Theft,Identity Theft,PS_149,DIST_1,2025-10-09,Under Investigation,"The complainant discovered that a fraudulent account was created in their name and used to obtain a loan of Rs 283,000.",15.427217,75.670319
FIR_390,100280178202500002,202500002,CRIME_42,Drunken Driving,Drunken Driving,PS_178,DIST_1,2025-01-27,Under Investigation,The accused was found driving under the influence of alcohol near Temple Street and was apprehended by a police patrol.,14.821159,74.663643
FIR_391,100050115202500003,202500003,CRIME_24,Criminal Breach of Trust,Criminal Breach of Trust,PS_115,DIST_1,2025-11-09,Charge Sheeted,"The complainant alleged that the accused, entrusted with funds of Rs 107,000 for a business partnership, misappropriated the amount.",12.923693,77.567111
FIR_392,100220168202600001,202600001,CRIME_52,Criminal Intimidation,Criminal Intimidation,PS_168,DIST_1,2026-02-01,Charge Sheeted,The complainant alleged being threatened with dire consequences by a former business partner over a dispute regarding a family dispute.,12.335723,76.641579
FIR_393,200220172202600001,202600001,CRIME_29,Cyber Stalking,Cyber Stalking,PS_172,DIST_1,2026-03-09,Under Investigation,The complainant reported repeated harassing messages and unwanted contact from an unknown social media account.,12.321124,76.685805
FIR_394,100230173202400003,202400003,CRIME_43,Illegal Sand Mining,Illegal Sand Mining,PS_173,DIST_1,2024-02-25,Charge Sheeted,A raid near Station Road revealed illegal sand mining activity being carried out by the accused without valid permits.,16.265785,77.4159
