id,from_account_id,to_account_id,amount,timestamp,type,description,flagged,pattern
TX_273,BANK_17,BANK_24,26907,2024-12-18T17:48:18.304Z,UPI,Transfer,,NORMAL
TX_329,BANK_28,BANK_13,48166,2024-12-21T11:21:21.749Z,UPI,Transfer,,NORMAL
TX_387,BANK_56,BANK_42,24514,2024-12-22T01:17:44.805Z,NEFT,Transfer,,NORMAL
TX_36,BANK_81,BANK_82,429,2024-12-25T18:41:50.031Z,UPI,Transfer,,NORMAL
TX_202,BANK_9,BANK_63,22251,2024-12-29T01:48:41.763Z,NEFT,Transfer,,NORMAL
TX_374,BANK_76,BANK_26,50088,2024-12-29T03:24:20.069Z,NEFT,Transfer,,NORMAL
TX_185,BANK_45,BANK_68,14702,2025-01-01T04:20:47.319Z,UPI,Transfer,,NORMAL
TX_245,BANK_61,BANK_98,4322,2025-01-10T05:39:12.178Z,NEFT,Transfer,,NORMAL
TX_50,BANK_32,BANK_74,12436,2025-01-12T08:40:06.853Z,UPI,Transfer,,NORMAL
TX_264,BANK_84,BANK_9,41006,2025-01-17T02:19:07.064Z,NEFT,Transfer,,NORMAL
TX_48,BANK_75,BANK_93,25100,2025-01-21T16:01:48.300Z,UPI,Transfer,,NORMAL
TX_260,BANK_100,BANK_41,28583,2025-01-22T07:29:14.361Z,NEFT,Transfer,,NORMAL
TX_123,BANK_39,BANK_89,28279,2025-01-23T06:31:25.318Z,NEFT,Transfer,,NORMAL
TX_321,BANK_76,BANK_85,36092,2025-01-25T17:22:34.487Z,UPI,Transfer,,NORMAL
TX_278,BANK_54,BANK_10,20980,2025-01-26T16:52:17.436Z,UPI,Transfer,,NORMAL
TX_288,BANK_64,BANK_69,38978,2025-01-29T22:47:06.519Z,NEFT,Transfer,,NORMAL
TX_360,BANK_97,BANK_46,43473,2025-01-30T06:45:19.715Z,NEFT,Transfer,,NORMAL
TX_225,BANK_42,BANK_29,8214,2025-02-07T21:55:56.227Z,UPI,Transfer,,NORMAL
TX_397,BANK_95,BANK_1,41713,2025-02-11T13:52:58.526Z,UPI,Transfer,,NORMAL
TX_113,BANK_49,BANK_72,28210,2025-02-21T12:04:37.870Z,NEFT,Transfer,,NORMAL
TX_23,BANK_1,BANK_86,37299,2025-02-24T16:38:19.673Z,NEFT,Transfer,,NORMAL
TX_261,BANK_5,BANK_27,20445,2025-02-26T18:43:44.075Z,UPI,Transfer,,NORMAL
TX_24,BANK_54,BANK_61,14226,2025-02-26T22:02:34.603Z,UPI,Transfer,,NORMAL
TX_81,BANK_94,BANK_83,26431,2025-02-27T05:24:30.099Z,NEFT,Transfer,,NORMAL
TX_306,BANK_35,BANK_20,47526,2025-02-27T18:37:41.615Z,UPI,Transfer,,NORMAL
TX_30,BANK_87,BANK_88,48384,2025-03-02T09:39:33.168Z,UPI,Transfer,,NORMAL
TX_215,BANK_42,BANK_20,22929,2025-03-06T08:51:28.759Z,UPI,Transfer,,NORMAL
TX_56,BANK_10,BANK_23,17772,2025-03-08T04:15:05.293Z,UPI,Transfer,,NORMAL
TX_91,BANK_71,BANK_55,40437,2025-03-10T14:09:32.865Z,NEFT,Transfer,,NORMAL
TX_98,BANK_62,BANK_44,27177,2025-03-12T14:04:27.423Z,UPI,Transfer,,NORMAL
TX_211,BANK_52,BANK_24,13384,2025-03-14T07:08:57.582Z,NEFT,Transfer,,NORMAL
TX_13,BANK_56,BANK_100,12953,2025-03-15T07:06:24.130Z,UPI,Transfer,,NORMAL
TX_69,BANK_74,BANK_84,34353,2025-03-15T14:30:36.950Z,NEFT,Transfer,,NORMAL
TX_92,BANK_17,BANK_1,43676,2025-03-20T12:43:30.967Z,UPI,Transfer,,NORMAL
TX_38,BANK_26,BANK_62,22030,2025-03-23T23:38:44.426Z,UPI,Transfer,,NORMAL
TX_305,BANK_40,BANK_37,28505,2025-03-24T14:17:15.429Z,UPI,Transfer,,NORMAL
TX_130,BANK_72,BANK_86,10784,2025-03-27T05:03:52.571Z,UPI,Transfer,,NORMAL
TX_77,BANK_100,BANK_72,9188,2025-03-29T18:49:35.299Z,NEFT,Transfer,,NORMAL
TX_269,BANK_75,BANK_45,20273,2025-03-30T11:37:01.519Z,NEFT,Transfer,,NORMAL
TX_349,BANK_55,BANK_78,6352,2025-03-31T06:23:31.264Z,UPI,Transfer,,NORMAL
TX_122,BANK_62,BANK_49,23391,2025-04-02T08:48:15.677Z,UPI,Transfer,,NORMAL
TX_221,BANK_23,BANK_95,23079,2025-04-10T16:29:25.233Z,UPI,Transfer,,NORMAL
TX_376,BANK_66,BANK_35,39197,2025-04-15T19:42:53.438Z,UPI,Transfer,,NORMAL
TX_204,BANK_40,BANK_90,28633,2025-04-24T10:11:46.197Z,NEFT,Transfer,,NORMAL
TX_201,BANK_13,BANK_86,4240,2025-05-04T21:25:50.869Z,UPI,Transfer,,NORMAL
TX_361,BANK_50,BANK_71,21578,2025-05-13T12:09:59.361Z,NEFT,Transfer,,NORMAL
TX_328,BANK_22,BANK_80,49393,2025-05-21T16:45:18.088Z,NEFT,Transfer,,NORMAL
TX_109,BANK_10,BANK_12,44104,2025-05-26T14:25:43.170Z,UPI,Transfer,,NORMAL
TX_26,BANK_36,BANK_54,24491,2025-05-26T22:21:33.248Z,UPI,Transfer,,NORMAL
TX_310,BANK_72,BANK_3,34568,2025-06-06T02:20:26.061Z,UPI,Transfer,,NORMAL
TX_353,BANK_96,BANK_62,25986,2025-06-06T20:01:42.968Z,NEFT,Transfer,,NORMAL
TX_44,BANK_32,BANK_59,35318,2025-06-09T17:16:36.794Z,NEFT,Transfer,,NORMAL
TX_330,BANK_66,BANK_70,9271,2025-06-11T16:46:33.193Z,UPI,Transfer,,NORMAL
TX_396,BANK_74,BANK_18,32054,2025-06-16T02:28:41.280Z,NEFT,Transfer,,NORMAL
TX_51,BANK_28,BANK_55,23278,2025-06-17T03:24:17.817Z,UPI,Transfer,,NORMAL
TX_362,BANK_43,BANK_41,8604,2025-06-17T04:52:32.663Z,UPI,Transfer,,NORMAL
TX_256,BANK_52,BANK_9,25802,2025-06-19T21:39:14.059Z,NEFT,Transfer,,NORMAL
TX_87,BANK_62,BANK_92,35746,2025-06-20T01:49:37.210Z,UPI,Transfer,,NORMAL
TX_140,BANK_9,BANK_46,38941,2025-06-26T12:05:20.929Z,NEFT,Transfer,,NORMAL
TX_103,BANK_4,BANK_88,41065,2025-07-04T11:07:21.644Z,NEFT,Transfer,,NORMAL
TX_5,BANK_76,BANK_34,8377,2025-07-06T06:59:16.560Z,UPI,Transfer,,NORMAL
TX_294,BANK_15,BANK_78,26596,2025-07-08T00:15:59.594Z,UPI,Transfer,,NORMAL
TX_168,BANK_66,BANK_27,16185,2025-07-09T08:31:19.284Z,NEFT,Transfer,,NORMAL
TX_279,BANK_31,BANK_98,29208,2025-07-16T02:22:02.509Z,UPI,Transfer,,NORMAL
TX_340,BANK_29,BANK_65,16944,2025-07-21T05:07:16.063Z,NEFT,Transfer,,NORMAL
TX_70,BANK_52,BANK_11,11152,2025-07-22T15:09:34.336Z,NEFT,Transfer,,NORMAL
TX_53,BANK_62,BANK_84,39844,2025-07-26T10:05:37.997Z,NEFT,Transfer,,NORMAL
TX_155,BANK_60,BANK_18,8626,2025-07-26T18:04:02.495Z,UPI,Transfer,,NORMAL
TX_227,BANK_76,BANK_55,11386,2025-07-27T14:01:31.345Z,NEFT,Transfer,,NORMAL
TX_89,BANK_8,BANK_89,7866,2025-08-06T05:54:57.186Z,UPI,Transfer,,NORMAL
TX_71,BANK_92,BANK_24,9123,2025-08-09T03:37:34.712Z,NEFT,Transfer,,NORMAL
TX_242,BANK_40,BANK_65,31522,2025-08-09T18:36:49.638Z,UPI,Transfer,,NORMAL
TX_283,BANK_78,BANK_28,49342,2025-08-14T19:17:48.065Z,UPI,Transfer,,NORMAL
TX_338,BANK_47,BANK_43,32816,2025-08-16T16:36:19.734Z,NEFT,Transfer,,NORMAL
TX_230,BANK_26,BANK_50,36996,2025-08-16T18:38:20.112Z,UPI,Transfer,,NORMAL
TX_128,BANK_62,BANK_66,32374,2025-08-22T00:08:19.631Z,NEFT,Transfer,,NORMAL
TX_365,BANK_20,BANK_41,21498,2025-08-26T17:12:15.968Z,UPI,Transfer,,NORMAL
TX_46,BANK_7,BANK_71,8825,2025-08-31T11:46:24.103Z,NEFT,Transfer,,NORMAL
TX_394,BANK_4,BANK_84,20534,2025-09-04T01:22:02.577Z,NEFT,Transfer,,NORMAL
TX_34,BANK_81,BANK_75,17177,2025-09-08T02:07:29.948Z,NEFT,Transfer,,NORMAL
TX_108,BANK_16,BANK_47,24417,2025-09-11T05:41:56.013Z,NEFT,Transfer,,NORMAL
TX_119,BANK_74,BANK_84,3943,2025-09-19T19:03:09.080Z,NEFT,Transfer,,NORMAL
TX_180,BANK_61,BANK_14,26123,2025-09-21T22:20:03.926Z,UPI,Transfer,,NORMAL
TX_79,BANK_57,BANK_11,23824,2025-09-26T21:34:56.965Z,NEFT,Transfer,,NORMAL
TX_58,BANK_98,BANK_73,475,2025-09-29T08:47:54.227Z,UPI,Transfer,,NORMAL
TX_207,BANK_38,BANK_76,20388,2025-10-11T22:26:42.491Z,UPI,Transfer,,NORMAL
TX_347,BANK_81,BANK_47,12383,2025-10-13T15:40:30.946Z,UPI,Transfer,,NORMAL
TX_375,BANK_85,BANK_59,34364,2025-10-22T02:00:27.106Z,UPI,Transfer,,NORMAL
TX_120,BANK_9,BANK_76,36224,2025-10-27T03:16:19.241Z,NEFT,Transfer,,NORMAL
TX_41,BANK_49,BANK_84,39348,2025-10-27T17:49:42.716Z,NEFT,Transfer,,NORMAL
TX_327,BANK_4,BANK_40,36329,2025-11-03T06:45:22.608Z,NEFT,Transfer,,NORMAL
TX_343,BANK_74,BANK_56,13217,2025-11-05T14:58:49.240Z,UPI,Transfer,,NORMAL
TX_118,BANK_36,BANK_20,33862,2025-11-09T04:56:32.028Z,UPI,Transfer,,NORMAL
TX_237,BANK_78,BANK_35,32053,2025-11-13T15:22:47.630Z,NEFT,Transfer,,NORMAL
TX_214,BANK_97,BANK_59,44955,2025-11-14T09:33:43.246Z,UPI,Transfer,,NORMAL
TX_252,BANK_26,BANK_38,39643,2025-11-16T04:11:16.755Z,UPI,Transfer,,NORMAL
TX_356,BANK_7,BANK_85,3199,2025-11-16T04:55:22.260Z,UPI,Transfer,,NORMAL
TX_17,BANK_4,BANK_88,6074,2025-11-20T13:04:29.147Z,NEFT,Transfer,,NORMAL
TX_97,BANK_19,BANK_51,26533,2025-11-24T02:18:48.942Z,NEFT,Transfer,,NORMAL
TX_4,BANK_38,BANK_75,30015,2025-12-02T23:07:50.471Z,NEFT,Transfer,,NORMAL
TX_174,BANK_52,BANK_95,38599,2025-12-03T16:37:36.045Z,NEFT,Transfer,,NORMAL
TX_195,BANK_55,BANK_83,29199,2025-12-03T23:39:16.107Z,UPI,Transfer,,NORMAL
TX_9,BANK_15,BANK_73,4476,2025-12-05T19:52:46.986Z,NEFT,Transfer,,NORMAL
TX_266,BANK_21,BANK_49,29065,2025-12-10T17:54:37.151Z,NEFT,Transfer,,NORMAL
TX_68,BANK_59,BANK_48,2702,2025-12-19T04:35:44.664Z,UPI,Transfer,,NORMAL
TX_226,BANK_7,BANK_28,36770,2025-12-22T19:34:37.078Z,NEFT,Transfer,,NORMAL
TX_364,BANK_5,BANK_25,49966,2025-12-27T21:30:26.787Z,UPI,Transfer,,NORMAL
TX_148,BANK_56,BANK_23,2167,2025-12-28T13:37:39.369Z,NEFT,Transfer,,NORMAL
TX_66,BANK_36,BANK_60,6450,2025-12-30T01:30:50.890Z,UPI,Transfer,,NORMAL
TX_65,BANK_6,BANK_78,2940,2025-12-30T20:26:38.193Z,NEFT,Transfer,,NORMAL
TX_132,BANK_89,BANK_41,18448,2026-01-06T01:16:27.698Z,UPI,Transfer,,NORMAL
TX_295,BANK_41,BANK_60,42921,2026-01-09T04:46:13.485Z,NEFT,Transfer,,NORMAL
TX_125,BANK_96,BANK_40,30430,2026-01-11T14:52:52.467Z,UPI,Transfer,,NORMAL
TX_265,BANK_86,BANK_50,45246,2026-01-14T12:30:07.883Z,NEFT,Transfer,,NORMAL
TX_270,BANK_70,BANK_18,1707,2026-01-20T20:25:43.302Z,UPI,Transfer,,NORMAL
TX_292,BANK_10,BANK_41,11506,2026-01-26T16:12:51.765Z,NEFT,Transfer,,NORMAL
TX_124,BANK_20,BANK_42,5287,2026-01-26T20:53:41.369Z,NEFT,Transfer,,NORMAL
TX_27,BANK_9,BANK_30,30475,2026-01-27T01:42:21.935Z,NEFT,Transfer,,NORMAL
TX_177,BANK_7,BANK_93,28092,2026-01-30T00:25:32.734Z,NEFT,Transfer,,NORMAL
TX_188,BANK_76,BANK_7,45108,2026-01-31T23:40:56.260Z,NEFT,Transfer,,NORMAL
TX_144,BANK_87,BANK_37,21890,2026-02-01T12:09:07.856Z,UPI,Transfer,,NORMAL
TX_251,BANK_8,BANK_28,33296,2026-02-03T02:04:42.018Z,NEFT,Transfer,,NORMAL
TX_167,BANK_39,BANK_49,35090,2026-02-03T19:54:04.546Z,UPI,Transfer,,NORMAL
TX_10,BANK_32,BANK_12,29727,2026-02-05T07:55:53.916Z,NEFT,Transfer,,NORMAL
TX_90,BANK_49,BANK_64,27746,2026-02-07T22:32:44.996Z,UPI,Transfer,,NORMAL
TX_232,BANK_92,BANK_84,25884,2026-02-14T02:53:01.154Z,UPI,Transfer,,NORMAL
TX_178,BANK_69,BANK_90,34823,2026-02-16T20:12:39.787Z,UPI,Transfer,,NORMAL
TX_14,BANK_20,BANK_84,48543,2026-02-17T17:23:01.684Z,NEFT,Transfer,,NORMAL
TX_399,BANK_68,BANK_88,47311,2026-02-24T06:50:18.629Z,UPI,Transfer,,NORMAL
TX_332,BANK_61,BANK_12,10127,2026-03-02T12:52:26.366Z,NEFT,Transfer,,NORMAL
TX_291,BANK_36,BANK_74,26537,2026-03-07T22:11:13.157Z,UPI,Transfer,,NORMAL
TX_368,BANK_64,BANK_42,33751,2026-03-14T11:46:09.073Z,NEFT,Transfer,,NORMAL
TX_326,BANK_58,BANK_60,25423,2026-03-17T23:30:49.807Z,UPI,Transfer,,NORMAL
TX_316,BANK_99,BANK_38,43994,2026-03-22T19:19:27.601Z,NEFT,Transfer,,NORMAL
TX_183,BANK_54,BANK_82,46591,2026-03-24T19:47:47.091Z,UPI,Transfer,,NORMAL
TX_43,BANK_94,BANK_73,36834,2026-03-28T23:44:27.952Z,NEFT,Transfer,,NORMAL
TX_346,BANK_93,BANK_83,12388,2026-04-02T08:19:29.006Z,UPI,Transfer,,NORMAL
TX_153,BANK_67,BANK_59,11147,2026-04-04T19:03:18.638Z,NEFT,Transfer,,NORMAL
TX_285,BANK_61,BANK_47,45629,2026-04-06T03:01:08.076Z,NEFT,Transfer,,NORMAL
TX_135,BANK_50,BANK_19,43042,2026-04-07T08:09:33.838Z,NEFT,Transfer,,NORMAL
TX_11,BANK_4,BANK_12,42023,2026-04-07T17:59:54.709Z,UPI,Transfer,,NORMAL
TX_112,BANK_55,BANK_3,5506,2026-04-10T14:25:44.297Z,UPI,Transfer,,NORMAL
TX_385,BANK_38,BANK_65,13406,2026-04-15T03:46:26.655Z,UPI,Transfer,,NORMAL
TX_272,BANK_60,BANK_52,16803,2026-04-19T17:40:37.673Z,UPI,Transfer,,NORMAL
TX_191,BANK_34,BANK_10,23872,2026-04-20T20:22:00.524Z,NEFT,Transfer,,NORMAL
TX_358,BANK_47,BANK_46,36277,2026-04-21T07:34:06.461Z,UPI,Transfer,,NORMAL
TX_173,BANK_86,BANK_54,43353,2026-04-28T17:35:57.674Z,NEFT,Transfer,,NORMAL
TX_154,BANK_75,BANK_80,30907,2026-05-03T21:13:10.208Z,UPI,Transfer,,NORMAL
TX_194,BANK_11,BANK_10,38545,2026-05-03T21:33:54.060Z,NEFT,Transfer,,NORMAL
TX_334,BANK_51,BANK_43,26587,2026-05-04T07:14:24.928Z,UPI,Transfer,,NORMAL
TX_142,BANK_69,BANK_8,46698,2026-05-13T17:34:05.603Z,NEFT,Transfer,,NORMAL
TX_176,BANK_75,BANK_70,39745,2026-05-14T02:19:38.664Z,NEFT,Transfer,,NORMAL
TX_6,BANK_52,BANK_3,36824,2026-05-16T07:15:53.535Z,UPI,Transfer,,NORMAL
TX_114,BANK_15,BANK_16,46329,2026-05-26T08:37:15.461Z,NEFT,Transfer,,NORMAL
TX_102,BANK_68,BANK_6,11428,2026-05-27T09:10:13.155Z,UPI,Transfer,,NORMAL
TX_165,BANK_84,BANK_22,30487,2026-05-28T10:03:02.912Z,NEFT,Transfer,,NORMAL
TX_299,BANK_16,BANK_67,31332,2026-06-01T08:20:08.180Z,NEFT,Transfer,,NORMAL
TX_206,BANK_23,BANK_42,20830,2026-06-01T10:59:51.910Z,NEFT,Transfer,,NORMAL
TX_301,BANK_95,BANK_5,26247,2026-06-06T18:50:26.064Z,UPI,Transfer,,NORMAL
TX_212,BANK_22,BANK_100,45754,2026-06-10T04:17:11.766Z,UPI,Transfer,,NORMAL
TX_126,BANK_31,BANK_6,27859,2026-06-10T08:00:07.632Z,UPI,Transfer,,NORMAL
TX_21,BANK_14,BANK_16,23496,2026-06-11T18:40:45.409Z,NEFT,Transfer,,NORMAL
TX_85,BANK_84,BANK_20,39928,2026-06-13T00:26:48.655Z,UPI,Transfer,,NORMAL
TX_275,BANK_72,BANK_22,44688,2026-06-14T13:10:45.998Z,NEFT,Transfer,,NORMAL
TX_37,BANK_35,BANK_55,44991,2026-06-18T15:23:08.723Z,UPI,Transfer,,NORMAL
TX_400,BANK_26,BANK_67,32227,2026-06-19T03:05:31.911Z,UPI,Transfer,,NORMAL
TX_57,BANK_75,BANK_82,36833,2026-06-19T05:17:01.769Z,NEFT,Transfer,,NORMAL
TX_182,BANK_60,BANK_4,5784,2026-06-23T00:21:51.340Z,NEFT,Transfer,,NORMAL
TX_62,BANK_7,BANK_38,21963,2026-06-26T21:28:20.764Z,NEFT,Transfer,,NORMAL
TX_54,BANK_7,BANK_65,8553,2026-06-28T09:59:55.484Z,NEFT,Transfer,,NORMAL
TX_187,BANK_24,BANK_38,27922,2026-07-10T17:39:48.787Z,UPI,Transfer,,NORMAL
TX_40,BANK_32,BANK_62,38534,2026-07-11T18:23:43.114Z,UPI,Transfer,,NORMAL
TX_96,BANK_66,BANK_87,6347,2026-07-12T07:33:34.685Z,UPI,Transfer,,NORMAL
TX_95,BANK_27,BANK_81,49445,2026-07-14T13:17:57.262Z,NEFT,Transfer,,NORMAL
TX_280,BANK_19,BANK_35,23142,2026-07-16T20:40:21.109Z,NEFT,Transfer,,NORMAL
TX_352,BANK_62,BANK_6,6960,2026-07-17T07:45:10.615Z,NEFT,Transfer,,NORMAL
