ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,CrimeRegisteredDate,ArrestDelayDays,DistrictName,CrimeMajorHeadID,CrimeGroupName,GravityOffenceID,IsNightTime,AccusedMasterID,IsAccused
274,490,1,2026-01-19,2025-12-20,30,Ramanagara,2,Crimes Against Property,3,1,857,1
275,419,1,2026-03-21,2026-02-25,24,Koppal,3,Crimes Against Women,2,1,747,1
276,352,1,2026-01-02,2025-12-31,2,Udupi,7,Cyber Crimes,2,1,627,1
277,487,1,2025-09-12,2025-08-18,25,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,851,1
278,373,1,2025-10-21,2025-10-14,7,Mysuru,4,Crimes Against Children,1,1,669,1
279,62,1,2025-04-17,2025-03-19,29,Bagalkote,11,Traffic Related Offences,2,1,99,1
280,446,1,2024-07-23,2024-05-12,72,Chikkamagaluru,3,Crimes Against Women,2,1,788,1
281,844,1,2025-10-08,2025-09-27,11,Belagavi (Belgaum),8,Drug/Narcotic Offences,2,1,1473,1
282,97,1,2025-11-17,2025-10-16,32,Bengaluru Urban,2,Crimes Against Property,2,1,170,1
283,592,1,2026-01-12,2026-01-05,7,Chikkaballapura,3,Crimes Against Women,2,1,1057,1
284,360,1,2025-04-09,2025-03-13,27,Mysuru,8,Drug/Narcotic Offences,2,1,641,1
285,731,1,2026-06-19,2026-06-15,4,Tumakuru,1,Crimes Against Body,2,1,1290,1
286,840,1,2024-05-26,2024-05-20,6,Belagavi (Belgaum),2,Crimes Against Property,1,1,1468,1
287,949,1,2025-09-12,2025-08-29,14,Bengaluru Rural,10,Crimes Against Public Order,3,1,587,1
288,795,1,2025-11-26,2025-11-20,6,Shivamogga,8,Drug/Narcotic Offences,2,1,1391,1
289,420,2,2026-07-01,2026-06-27,4,Bengaluru Urban,2,Crimes Against Property,2,1,748,1
290,345,1,2025-03-17,2025-03-06,11,Raichur,2,Crimes Against Property,2,1,616,1
291,432,1,2025-08-04,2025-07-30,5,Mysuru,3,Crimes Against Women,2,1,767,1
292,815,1,2024-12-11,2024-12-06,5,Dharwad,11,Traffic Related Offences,2,1,1434,1
293,162,1,2026-05-04,2026-05-03,1,Belagavi (Belgaum),4,Crimes Against Children,2,1,290,1
294,813,2,2026-01-19,2025-11-13,67,Chikkamagaluru,3,Crimes Against Women,2,1,1430,1
295,518,1,2025-12-29,2025-12-28,1,Tumakuru,3,Crimes Against Women,2,1,902,1
296,206,1,2026-06-10,2026-06-08,2,Haveri,9,Arms Act Offences,2,1,378,1
297,639,1,2025-08-11,2025-06-16,56,Belagavi (Belgaum),7,Cyber Crimes,2,1,1135,1
298,931,2,2025-01-06,2024-12-21,16,Chamarajanagara,3,Crimes Against Women,1,1,1192,1
299,319,1,2025-04-01,2025-03-25,7,Mysuru,7,Cyber Crimes,1,1,569,1
300,195,1,2026-06-15,2026-01-30,136,Mysuru,6,Economic Offences,2,1,354,1
301,785,1,2024-12-01,2024-11-01,30,Bengaluru Urban,1,Crimes Against Body,2,1,1372,1
302,834,1,2026-10-13,2026-05-29,137,Bagalkote,8,Drug/Narcotic Offences,1,1,1460,1
303,229,1,2025-02-25,2025-02-20,5,Dharwad,1,Crimes Against Body,2,1,414,1
304,127,1,2025-02-09,2025-02-02,7,Chikkamagaluru,6,Economic Offences,2,1,233,1
305,290,1,2024-06-19,2024-06-06,13,Davanagere,1,Crimes Against Body,3,1,518,1
306,442,1,2025-03-25,2025-03-01,24,Davanagere,3,Crimes Against Women,2,1,782,1
307,978,1,2024-06-05,2024-05-09,27,Dharwad,6,Economic Offences,2,1,1057,1
308,431,1,2025-03-16,2025-03-01,15,Bengaluru Urban,2,Crimes Against Property,2,1,766,1
309,869,2,2024-09-18,2024-09-12,6,Bengaluru Urban,2,Crimes Against Property,2,1,701,1
310,331,1,2025-11-03,2025-10-21,13,Bengaluru Urban,4,Crimes Against Children,2,1,594,1
311,580,2,2025-01-06,2024-09-24,104,Bengaluru Urban,1,Crimes Against Body,3,1,1031,1
312,943,1,2025-09-05,2025-08-31,5,Dharwad,3,Crimes Against Women,3,1,201,1
313,233,1,2024-11-24,2024-11-23,1,Shivamogga,3,Crimes Against Women,3,1,421,1
314,132,1,2025-11-15,2025-11-09,6,Uttara Kannada,1,Crimes Against Body,2,1,242,1
315,73,1,2024-02-06,2024-02-03,3,Shivamogga,2,Crimes Against Property,2,1,117,1
316,408,2,2024-04-19,2024-04-12,7,Bengaluru Urban,11,Traffic Related Offences,2,1,726,1
317,680,2,2024-04-29,2024-04-08,21,Shivamogga,7,Cyber Crimes,2,1,1205,1
318,429,1,2025-03-13,2025-03-11,2,Bengaluru Urban,2,Crimes Against Property,2,1,763,1
319,874,1,2025-07-15,2025-06-30,15,Bengaluru Urban,3,Crimes Against Women,2,1,1380,1
320,849,1,2024-10-31,2024-10-30,1,Bengaluru Urban,11,Traffic Related Offences,2,1,1483,1
321,90,1,2024-05-12,2024-04-02,40,Bidar,9,Arms Act Offences,2,1,149,1
322,306,1,2026-03-12,2026-02-23,17,Yadgir,15,Other IPC Crimes,2,1,542,1
323,584,1,2024-07-25,2024-03-03,144,Udupi,7,Cyber Crimes,2,1,1043,1
324,924,1,2025-06-09,2025-05-30,10,Bengaluru Urban,9,Arms Act Offences,2,1,656,1
325,759,1,2024-01-04,2024-01-03,1,Bengaluru Urban,7,Cyber Crimes,2,1,1331,1
326,743,2,2025-07-04,2025-06-02,32,Chamarajanagara,14,Sexual Offences,2,1,1308,1
327,383,1,2026-06-03,2026-02-28,95,Bengaluru Urban,9,Arms Act Offences,2,1,684,1
328,45,1,2025-10-17,2025-05-25,145,Bengaluru Urban,1,Crimes Against Body,2,1,75,1
329,984,1,2026-01-11,2026-01-04,7,Bagalkote,3,Crimes Against Women,1,1,626,1
330,917,2,2024-08-02,2024-07-29,4,Yadgir,3,Crimes Against Women,2,1,554,1
331,369,1,2024-02-16,2024-01-20,27,Belagavi (Belgaum),7,Cyber Crimes,1,1,661,1
332,914,2,2024-01-23,2024-01-02,21,Chikkamagaluru,2,Crimes Against Property,1,1,1040,1
333,885,1,2025-01-19,2025-01-17,2,Hassan,11,Traffic Related Offences,2,1,1271,1
334,430,1,2024-08-15,2024-08-01,14,Bengaluru Urban,2,Crimes Against Property,2,1,765,1
335,570,1,2025-08-17,2025-03-13,157,Chitradurga,3,Crimes Against Women,3,1,1014,1
336,585,1,2026-05-22,2026-04-25,27,Dharwad,3,Crimes Against Women,2,1,1044,1
337,542,2,2024-05-03,2024-04-15,18,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,952,1
338,635,1,2025-10-01,2025-09-29,2,Gadag,7,Cyber Crimes,2,1,1129,0
339,20,1,2024-02-19,2024-01-30,20,Mysuru,1,Crimes Against Body,2,1,32,1
340,143,1,2024-04-17,2024-04-11,6,Gadag,1,Crimes Against Body,1,1,262,1
341,596,1,2024-04-25,2024-04-15,10,Bengaluru Urban,14,Sexual Offences,2,1,1063,1
342,462,1,2025-09-06,2025-08-19,18,Chikkaballapura,2,Crimes Against Property,2,1,816,1
343,724,1,2025-12-12,2025-12-06,6,Bengaluru Urban,2,Crimes Against Property,2,1,1280,1
344,32,2,2024-12-08,2024-06-27,164,Ramanagara,1,Crimes Against Body,1,1,45,1
345,213,1,2024-10-17,2024-09-17,30,Belagavi (Belgaum),7,Cyber Crimes,2,1,391,1
346,433,1,2025-03-04,2024-11-11,113,Kolar,7,Cyber Crimes,2,1,769,1
347,502,1,2026-06-27,2026-06-23,4,Chamarajanagara,2,Crimes Against Property,2,1,875,1
348,42,2,2024-04-05,2024-03-06,30,Mysuru,8,Drug/Narcotic Offences,2,1,70,1
349,261,2,2025-05-25,2025-05-21,4,Bengaluru Urban,3,Crimes Against Women,1,1,470,1
350,878,1,2025-02-27,2025-02-18,9,Raichur,2,Crimes Against Property,2,1,1049,1
351,447,2,2024-08-17,2024-08-16,1,Mysuru,8,Drug/Narcotic Offences,2,1,791,1
352,133,1,2026-01-04,2025-12-27,8,Dakshina Kannada,2,Crimes Against Property,1,1,243,1
353,741,1,2025-09-29,2025-09-25,4,Ballari (Bellary),4,Crimes Against Children,2,1,1304,1
354,873,2,2025-06-12,2025-04-29,44,Mandya,2,Crimes Against Property,1,1,1288,1
355,817,1,2025-08-13,2025-08-07,6,Shivamogga,6,Economic Offences,1,1,1437,1
356,393,1,2026-03-30,2026-03-09,21,Mysuru,7,Cyber Crimes,2,1,702,1
357,31,2,2024-02-06,2024-01-16,21,Belagavi (Belgaum),2,Crimes Against Property,2,1,44,1
358,995,1,2025-04-20,2025-03-27,24,Dharwad,5,Crimes Against SCs/STs,2,1,1016,1
359,821,1,2024-01-19,2024-01-16,3,Bengaluru Urban,1,Crimes Against Body,2,1,1443,1
360,158,1,2024-04-06,2024-01-16,81,Tumakuru,7,Cyber Crimes,2,1,285,1
361,11,1,2025-01-15,2025-01-08,7,Dakshina Kannada,2,Crimes Against Property,1,1,17,1
362,284,1,2024-04-11,2024-04-10,1,Chitradurga,6,Economic Offences,2,1,510,1
363,44,1,2024-05-21,2024-03-15,67,Tumakuru,2,Crimes Against Property,2,1,73,1
364,28,1,2026-02-05,2025-11-20,77,Mandya,3,Crimes Against Women,2,1,41,1
365,697,1,2025-06-04,2025-05-29,6,Mysuru,1,Crimes Against Body,1,1,1232,1
366,204,1,2025-11-27,2025-11-26,1,Bengaluru Urban,6,Economic Offences,2,1,371,1
367,150,1,2025-03-17,2025-02-16,29,Belagavi (Belgaum),1,Crimes Against Body,2,1,272,1
368,465,1,2024-08-20,2024-07-31,20,Dakshina Kannada,4,Crimes Against Children,1,1,819,1
369,9,1,2026-02-27,2025-10-24,126,Bengaluru Urban,3,Crimes Against Women,2,1,14,1
370,784,1,2025-09-14,2025-08-17,28,Bengaluru Urban,13,Crimes Related to Documents/Property,2,1,1369,1
371,983,1,2024-09-18,2024-09-12,6,Bengaluru Urban,8,Drug/Narcotic Offences,1,1,302,1
372,715,1,2025-06-13,2025-06-09,4,Tumakuru,1,Crimes Against Body,2,1,1266,1
373,938,1,2025-03-20,2025-03-14,6,Bengaluru Urban,2,Crimes Against Property,2,1,866,1
374,599,1,2024-03-29,2024-01-15,74,Chamarajanagara,1,Crimes Against Body,3,1,1068,1
375,548,1,2026-07-05,2026-07-04,1,Bengaluru Urban,12,Environmental Offences,2,1,971,1
376,94,1,2025-05-07,2025-04-27,10,Bidar,1,Crimes Against Body,2,1,163,1
377,497,1,2025-11-04,2025-11-01,3,Bengaluru Urban,2,Crimes Against Property,2,1,866,1
378,193,1,2026-03-02,2025-11-03,119,Kalaburagi (Gulbarga),15,Other IPC Crimes,2,1,352,0
379,294,1,2025-04-27,2025-04-06,21,Raichur,2,Crimes Against Property,2,1,525,1
380,388,1,2024-08-10,2024-08-05,5,Vijayanagara,8,Drug/Narcotic Offences,2,1,690,1
381,372,2,2026-01-19,2025-09-10,131,Haveri,2,Crimes Against Property,2,1,666,1
382,322,1,2025-08-27,2025-08-25,2,Kodagu,2,Crimes Against Property,2,1,575,1
383,675,1,2025-08-20,2025-08-03,17,Bidar,8,Drug/Narcotic Offences,2,1,1198,1
384,657,2,2024-06-05,2024-02-21,105,Udupi,3,Crimes Against Women,2,1,1166,1
385,779,1,2026-03-11,2026-03-06,5,Mysuru,10,Crimes Against Public Order,2,1,1361,1
386,626,2,2026-02-18,2026-02-15,3,Bengaluru Urban,1,Crimes Against Body,1,1,1115,1
387,112,1,2025-03-12,2024-11-28,104,Bengaluru Urban,2,Crimes Against Property,2,1,198,1
388,550,1,2025-01-23,2025-01-18,5,Bengaluru Urban,3,Crimes Against Women,2,1,973,1
389,727,2,2024-08-24,2024-08-23,1,Bengaluru Urban,12,Environmental Offences,2,1,1285,1
390,575,1,2024-09-27,2024-09-20,7,Udupi,2,Crimes Against Property,3,1,1023,1
391,843,1,2026-07-21,2026-06-26,25,Bengaluru Urban,3,Crimes Against Women,2,1,1472,1
392,504,1,2024-05-11,2024-05-07,4,Dakshina Kannada,6,Economic Offences,2,1,877,1
393,703,1,2024-11-20,2024-11-07,13,Bengaluru Urban,6,Economic Offences,2,1,1242,1
394,488,1,2025-10-15,2025-10-14,1,Bengaluru Urban,2,Crimes Against Property,3,1,854,1
395,48,2,2024-04-28,2024-02-16,72,Belagavi (Belgaum),15,Other IPC Crimes,2,1,80,1
396,527,2,2025-07-26,2025-05-16,71,Mysuru,2,Crimes Against Property,3,1,924,1
397,39,1,2025-06-10,2025-05-17,24,Davanagere,1,Crimes Against Body,1,1,64,1
398,629,1,2025-09-01,2025-06-09,84,Vijayapura,3,Crimes Against Women,2,1,1120,1
399,191,1,2025-01-12,2024-12-13,30,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,349,1
400,532,1,2024-12-05,2024-06-16,172,Gadag,3,Crimes Against Women,3,1,934,1
401,916,1,2026-01-06,2026-01-05,1,Gadag,3,Crimes Against Women,3,1,548,1
402,932,1,2025-11-24,2025-11-22,2,Gadag,3,Crimes Against Women,2,1,1250,1
403,787,1,2024-06-03,2024-05-01,33,Raichur,8,Drug/Narcotic Offences,2,1,1374,1
404,328,1,2025-12-30,2025-12-23,7,Mysuru,2,Crimes Against Property,2,1,584,1
405,219,1,2025-04-12,2025-03-21,22,Bidar,7,Cyber Crimes,2,1,398,1
406,281,2,2024-08-29,2024-08-03,26,Chamarajanagara,8,Drug/Narcotic Offences,2,1,504,1
407,696,1,2025-09-03,2025-08-15,19,Uttara Kannada,1,Crimes Against Body,2,1,1231,1
408,636,1,2024-07-19,2024-05-27,53,Belagavi (Belgaum),11,Traffic Related Offences,3,1,1130,1
409,907,1,2024-06-11,2024-06-09,2,Chikkaballapura,13,Crimes Related to Documents/Property,2,1,201,1
410,953,1,2024-08-21,2024-08-18,3,Tumakuru,1,Crimes Against Body,2,1,164,1
411,711,1,2025-04-10,2025-04-07,3,Bengaluru Urban,2,Crimes Against Property,1,1,1259,1
412,637,2,2025-09-06,2025-08-20,17,Mysuru,6,Economic Offences,2,1,1131,1
413,272,1,2024-02-05,2024-01-10,26,Ramanagara,1,Crimes Against Body,2,1,488,1
414,944,1,2024-09-25,2024-08-17,39,Kalaburagi (Gulbarga),1,Crimes Against Body,1,1,17,1
415,946,1,2024-11-23,2024-10-26,28,Shivamogga,7,Cyber Crimes,3,1,779,1
416,111,2,2026-06-27,2026-06-21,6,Tumakuru,4,Crimes Against Children,2,1,196,1
417,68,1,2026-01-08,2026-01-06,2,Bengaluru Urban,1,Crimes Against Body,2,1,107,1
418,227,1,2025-07-04,2025-06-17,17,Bengaluru Urban,1,Crimes Against Body,2,1,411,1
419,309,1,2024-05-24,2024-05-21,3,Mysuru,3,Crimes Against Women,2,1,552,1
420,231,2,2026-05-06,2026-04-24,12,Belagavi (Belgaum),2,Crimes Against Property,2,1,419,1
421,474,1,2025-11-25,2025-11-19,6,Bengaluru Urban,6,Economic Offences,2,1,832,1
422,469,2,2024-03-30,2024-03-24,6,Bengaluru Urban,2,Crimes Against Property,2,1,825,1
423,638,1,2026-06-18,2026-05-11,38,Raichur,11,Traffic Related Offences,2,1,1133,1
424,676,1,2025-11-11,2025-10-07,35,Haveri,2,Crimes Against Property,1,1,1199,1
425,253,1,2025-03-13,2025-02-26,15,Tumakuru,8,Drug/Narcotic Offences,2,1,455,1
426,701,1,2024-06-04,2024-04-09,56,Mysuru,11,Traffic Related Offences,2,1,1239,1
427,415,1,2026-03-27,2025-12-08,109,Davanagere,3,Crimes Against Women,2,1,735,1
428,312,1,2026-02-14,2026-02-05,9,Bengaluru Urban,3,Crimes Against Women,1,1,557,1
429,864,2,2026-02-20,2025-11-26,86,Haveri,2,Crimes Against Property,2,1,17,1
430,180,1,2025-11-05,2025-10-29,7,Haveri,11,Traffic Related Offences,2,1,330,1
431,770,1,2026-07-07,2026-02-04,153,Mandya,2,Crimes Against Property,3,1,1349,1
432,318,1,2026-06-08,2026-05-19,20,Kolar,6,Economic Offences,3,1,568,1
433,807,1,2025-01-22,2025-01-08,14,Bengaluru Urban,1,Crimes Against Body,2,1,1419,1
434,283,1,2024-07-30,2024-06-07,53,Raichur,2,Crimes Against Property,1,1,508,1
435,720,2,2025-09-01,2025-08-29,3,Raichur,2,Crimes Against Property,2,1,1273,1
436,709,2,2025-07-12,2025-07-02,10,Vijayapura,4,Crimes Against Children,3,1,1257,1
437,230,1,2026-04-22,2026-03-29,24,Dakshina Kannada,12,Environmental Offences,1,1,417,1
438,630,1,2024-02-16,2024-01-29,18,Shivamogga,3,Crimes Against Women,2,1,1122,1
439,265,1,2024-09-03,2024-08-17,17,Udupi,1,Crimes Against Body,2,1,476,1
440,973,1,2026-06-01,2026-05-08,24,Dakshina Kannada,2,Crimes Against Property,2,1,1358,1
441,749,1,2024-12-24,2024-12-17,7,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,1314,1
442,87,1,2026-07-24,2026-06-24,30,Bengaluru Rural,3,Crimes Against Women,1,1,146,0
443,894,1,2026-08-01,2026-07-14,18,Udupi,10,Crimes Against Public Order,1,1,1487,1
444,602,1,2025-09-26,2025-08-23,34,Chikkamagaluru,3,Crimes Against Women,2,1,1072,1
445,57,1,2024-07-08,2024-07-07,1,Bengaluru Urban,7,Cyber Crimes,2,1,94,1
446,688,2,2024-09-23,2024-07-15,70,Bengaluru Urban,3,Crimes Against Women,2,1,1218,1
447,712,1,2024-08-20,2024-08-07,13,Hassan,1,Crimes Against Body,2,1,1261,1
448,362,1,2024-12-18,2024-11-20,28,Belagavi (Belgaum),6,Economic Offences,2,1,645,1
449,972,1,2024-04-19,2024-04-01,18,Haveri,10,Crimes Against Public Order,2,1,764,1
450,343,1,2025-12-29,2025-10-09,81,Bengaluru Urban,7,Cyber Crimes,1,1,612,1
451,520,1,2024-07-26,2024-07-06,20,Bengaluru Urban,7,Cyber Crimes,2,1,910,1
452,603,1,2025-08-08,2025-08-02,6,Bengaluru Urban,1,Crimes Against Body,1,1,1074,1
453,80,1,2026-07-21,2026-06-25,26,Mandya,10,Crimes Against Public Order,2,1,133,1
454,761,1,2026-07-01,2026-04-10,82,Bengaluru Rural,3,Crimes Against Women,2,1,1334,1
455,250,1,2025-02-25,2024-09-21,157,Bengaluru Urban,3,Crimes Against Women,2,1,452,1
456,855,1,2025-05-16,2025-05-11,5,Bengaluru Urban,2,Crimes Against Property,2,1,1498,1
457,100,1,2025-11-30,2025-09-12,79,Bengaluru Urban,2,Crimes Against Property,2,1,174,1
458,569,1,2025-04-09,2025-03-19,21,Bengaluru Urban,11,Traffic Related Offences,2,1,1013,1
459,951,2,2024-06-11,2024-06-05,6,Bengaluru Urban,1,Crimes Against Body,2,1,485,1
460,392,2,2026-02-21,2026-02-01,20,Mysuru,15,Other IPC Crimes,2,1,701,1
461,717,2,2025-03-23,2025-01-06,76,Ballari (Bellary),11,Traffic Related Offences,2,1,1269,1
462,2,1,2025-08-14,2025-08-07,7,Koppal,4,Crimes Against Children,2,1,2,1
463,156,1,2025-11-11,2025-11-06,5,Bengaluru Urban,3,Crimes Against Women,2,1,282,1
464,342,1,2025-05-26,2025-04-27,29,Bengaluru Urban,3,Crimes Against Women,2,1,611,1
465,772,1,2026-08-08,2026-07-15,24,Dharwad,6,Economic Offences,2,1,1351,1
466,544,1,2024-08-07,2024-08-01,6,Chikkamagaluru,4,Crimes Against Children,2,1,955,1
467,121,2,2024-02-25,2024-02-19,6,Bengaluru Urban,1,Crimes Against Body,2,1,224,1
468,775,1,2025-08-09,2025-08-04,5,Kolar,7,Cyber Crimes,2,1,1356,1
469,628,1,2024-05-10,2024-04-26,14,Vijayapura,6,Economic Offences,1,1,1119,1
470,483,2,2025-07-25,2025-06-19,36,Uttara Kannada,7,Cyber Crimes,2,1,847,1
471,356,1,2026-05-15,2026-03-25,51,Mysuru,2,Crimes Against Property,2,1,634,1
472,175,1,2024-03-30,2024-03-12,18,Bidar,10,Crimes Against Public Order,1,1,322,1
473,394,1,2024-05-23,2024-02-25,88,Raichur,12,Environmental Offences,2,1,704,1
474,662,2,2026-07-21,2026-07-09,12,Bengaluru Urban,2,Crimes Against Property,1,1,1178,1
475,428,1,2025-02-27,2024-12-24,65,Udupi,4,Crimes Against Children,2,1,761,1
476,952,1,2025-11-08,2025-07-07,124,Mysuru,2,Crimes Against Property,2,1,498,1
477,661,2,2025-09-20,2025-09-16,4,Udupi,3,Crimes Against Women,2,1,1173,1
478,209,2,2025-11-25,2025-11-22,3,Uttara Kannada,8,Drug/Narcotic Offences,2,1,386,1
479,647,1,2025-08-26,2025-08-15,11,Koppal,10,Crimes Against Public Order,2,1,1148,1
480,872,1,2025-07-04,2025-06-11,23,Ballari (Bellary),2,Crimes Against Property,2,1,380,1
481,13,1,2024-04-14,2024-03-21,24,Kalaburagi (Gulbarga),3,Crimes Against Women,2,1,20,1
482,248,1,2025-09-30,2025-09-23,7,Udupi,1,Crimes Against Body,1,1,450,1
483,906,1,2024-01-14,2024-01-03,11,Chikkaballapura,6,Economic Offences,2,1,76,1
484,965,1,2024-03-16,2024-03-08,8,Chikkamagaluru,11,Traffic Related Offences,2,1,1157,1
485,338,1,2025-07-19,2025-07-17,2,Bengaluru Urban,6,Economic Offences,3,1,603,1
486,379,1,2025-02-26,2024-12-22,66,Dakshina Kannada,1,Crimes Against Body,2,1,677,1
487,594,1,2025-12-06,2025-12-05,1,Mandya,1,Crimes Against Body,3,1,1060,1
488,466,1,2025-07-07,2025-05-27,41,Bengaluru Urban,7,Cyber Crimes,2,1,820,1
489,292,2,2024-05-06,2024-04-30,6,Dakshina Kannada,1,Crimes Against Body,2,1,521,1
490,198,1,2025-11-03,2025-10-31,3,Vijayapura,6,Economic Offences,2,1,360,1
491,254,1,2025-11-19,2025-10-28,22,Kalaburagi (Gulbarga),2,Crimes Against Property,2,1,456,1
492,237,1,2024-08-26,2024-08-20,6,Mysuru,2,Crimes Against Property,2,1,426,1
493,812,2,2024-06-22,2024-05-13,40,Bagalkote,11,Traffic Related Offences,3,1,1429,1
494,732,2,2025-06-09,2025-05-17,23,Belagavi (Belgaum),8,Drug/Narcotic Offences,2,1,1291,1
495,747,1,2026-08-12,2026-07-20,23,Kodagu,2,Crimes Against Property,2,1,1312,1
496,746,1,2026-01-27,2026-01-22,5,Dharwad,1,Crimes Against Body,1,1,1311,1
497,903,1,2025-07-29,2025-07-14,15,Bengaluru Urban,2,Crimes Against Property,2,1,1210,1
498,912,1,2024-04-11,2024-04-04,7,Bagalkote,11,Traffic Related Offences,3,1,952,1
499,1000,1,2025-06-15,2025-06-13,2,Mysuru,3,Crimes Against Women,2,1,1386,1
500,54,2,2025-05-14,2025-04-21,23,Bengaluru Urban,5,Crimes Against SCs/STs,1,1,90,1
501,435,1,2025-06-14,2025-03-29,77,Bengaluru Urban,8,Drug/Narcotic Offences,1,1,771,1
502,244,1,2024-10-15,2024-07-22,85,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,443,1
503,33,2,2025-09-08,2025-09-01,7,Bengaluru Urban,2,Crimes Against Property,2,1,47,1
504,329,2,2026-01-13,2025-11-20,54,Bengaluru Urban,2,Crimes Against Property,2,1,585,1
505,246,1,2025-10-03,2025-09-07,26,Gadag,6,Economic Offences,1,1,445,1
506,796,1,2025-11-23,2025-10-30,24,Dharwad,2,Crimes Against Property,2,1,1393,1
507,189,1,2024-06-27,2024-06-21,6,Bengaluru Urban,7,Cyber Crimes,2,1,345,1
508,525,2,2026-01-14,2025-12-14,31,Mysuru,2,Crimes Against Property,2,1,921,1
509,964,1,2024-10-01,2024-09-27,4,Ballari (Bellary),2,Crimes Against Property,2,1,1280,1
510,344,1,2025-09-16,2025-08-20,27,Gadag,2,Crimes Against Property,2,1,614,1
511,823,1,2026-01-31,2026-01-25,6,Bengaluru Urban,2,Crimes Against Property,2,1,1445,1
512,649,1,2024-09-24,2024-09-22,2,Bengaluru Urban,3,Crimes Against Women,3,1,1150,1
513,77,1,2025-05-09,2025-01-17,112,Bengaluru Urban,2,Crimes Against Property,2,1,126,1
514,814,1,2024-11-22,2024-11-17,5,Mysuru,1,Crimes Against Body,1,1,1432,1
515,640,1,2025-07-13,2025-04-20,84,Yadgir,8,Drug/Narcotic Offences,2,1,1136,1
516,260,1,2025-10-12,2025-09-28,14,Belagavi (Belgaum),7,Cyber Crimes,2,1,467,1
517,777,1,2025-10-28,2025-10-13,15,Chamarajanagara,1,Crimes Against Body,3,1,1359,1
518,989,1,2024-07-01,2024-05-10,52,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,698,1
519,616,1,2024-09-26,2024-07-06,82,Kalaburagi (Gulbarga),7,Cyber Crimes,2,1,1097,1
520,85,2,2026-07-10,2026-07-02,8,Chamarajanagara,2,Crimes Against Property,2,1,142,0
521,604,1,2024-09-17,2024-08-27,21,Mysuru,1,Crimes Against Body,2,1,1075,1
522,620,1,2024-09-25,2024-09-13,12,Chikkaballapura,1,Crimes Against Body,2,1,1107,1
523,568,1,2026-06-24,2026-05-04,51,Dakshina Kannada,1,Crimes Against Body,1,1,1012,1
524,860,1,2026-01-13,2025-12-20,24,Koppal,2,Crimes Against Property,2,1,323,1
525,426,1,2024-06-05,2024-05-29,7,Vijayanagara,2,Crimes Against Property,2,1,759,1
526,208,1,2024-06-20,2024-06-15,5,Bengaluru Urban,6,Economic Offences,2,1,382,1
527,223,1,2024-01-25,2024-01-07,18,Dakshina Kannada,2,Crimes Against Property,2,1,404,1
528,962,1,2026-05-05,2026-04-29,6,Bengaluru Urban,2,Crimes Against Property,2,1,751,1
529,612,1,2025-08-01,2025-07-20,12,Bengaluru Urban,8,Drug/Narcotic Offences,1,1,1090,1
530,896,1,2024-06-19,2024-06-11,8,Bengaluru Urban,1,Crimes Against Body,3,1,831,1
531,245,1,2024-06-02,2024-06-01,1,Gadag,6,Economic Offences,2,1,444,1
532,178,1,2024-11-03,2024-08-05,90,Davanagere,15,Other IPC Crimes,2,1,328,1
533,941,2,2025-06-29,2025-06-27,2,Bengaluru Urban,7,Cyber Crimes,2,1,1096,1
534,539,1,2025-05-10,2025-05-07,3,Gadag,8,Drug/Narcotic Offences,2,1,945,1
535,555,1,2026-08-03,2026-07-16,18,Bengaluru Urban,3,Crimes Against Women,1,1,985,1
536,898,1,2026-01-06,2025-12-14,23,Bengaluru Urban,1,Crimes Against Body,2,1,271,1
537,95,1,2025-10-11,2025-10-10,1,Bengaluru Urban,11,Traffic Related Offences,1,1,164,1
538,5,1,2026-06-11,2026-06-03,8,Bengaluru Urban,1,Crimes Against Body,1,1,7,1
539,21,1,2025-02-10,2025-01-30,11,Bengaluru Urban,2,Crimes Against Property,3,1,33,1
540,846,2,2024-07-27,2024-05-16,72,Bengaluru Urban,7,Cyber Crimes,2,1,1477,0
541,994,1,2024-05-24,2024-03-25,60,Tumakuru,2,Crimes Against Property,1,1,376,1
542,424,1,2024-08-19,2024-08-06,13,Bengaluru Urban,11,Traffic Related Offences,2,1,753,1
543,364,1,2026-07-02,2026-06-26,6,Uttara Kannada,2,Crimes Against Property,2,1,648,1
544,412,1,2026-01-05,2025-12-23,13,Mysuru,8,Drug/Narcotic Offences,2,1,731,1
545,687,2,2025-04-16,2025-02-05,70,Mysuru,2,Crimes Against Property,3,1,1217,1
546,98,1,2025-06-26,2025-06-22,4,Bengaluru Urban,3,Crimes Against Women,1,1,171,1
547,202,1,2025-12-12,2025-10-28,45,Mysuru,2,Crimes Against Property,2,1,368,1
548,658,2,2026-12-12,2026-06-24,171,Dakshina Kannada,2,Crimes Against Property,1,1,1167,1
549,170,1,2025-03-11,2025-02-22,17,Bengaluru Urban,8,Drug/Narcotic Offences,2,1,310,1
550,126,1,2024-03-05,2024-03-01,4,Bengaluru Urban,10,Crimes Against Public Order,2,1,232,1
