CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,UnitName,DistrictName,CaseCategoryID,GravityOffenceID,GravityLabel,CrimeMajorHeadID,CrimeGroupName,CrimeMinorHeadID,CrimeSubHeadName,CaseStatusID,CaseStatusName,CourtID,latitude,longitude,IncidentDurationHours,ReportingDelayHours,IncidentMonth,IncidentDayOfWeek,IncidentHour,IsNightTime,HasChargesheet,IsResolved
237,200220172202400001,202400001,2024-08-20,172,Bannimantap PS,Mysuru,2,2,Unknown,2,Crimes Against Property,9,Burglary,1,Under Investigation,,12.338126,76.606514,0.0,96.0,8,3,0,1,0,0
238,100210163202500002,202500002,2025-06-04,163,Mandya Town PS,Mandya,1,2,Unknown,3,Crimes Against Women,14,Stalking,3,Convicted,1,12.527326,76.89732,0.0,72.0,5,2,0,1,1,1
239,100030109202400002,202400002,2024-04-21,109,Shahapur PS,Belagavi (Belgaum),1,1,Unknown,7,Cyber Crimes,28,Identity Theft,2,Charge Sheeted,1,15.876418,74.563645,24.0,24.0,4,1,0,1,1,0
240,400050126202500001,202500001,2025-03-01,126,Hebbal PS,Bengaluru Urban,4,2,Unknown,2,Crimes Against Property,7,Robbery,1,Under Investigation,,12.960679,77.65202,48.0,72.0,2,0,0,1,0,0
241,100220165202600002,202600002,2026-07-06,165,Devaraja PS,Mysuru,1,2,Unknown,2,Crimes Against Property,9,Burglary,1,Under Investigation,,12.306867,76.63653,24.0,24.0,7,3,0,1,0,0
242,100220166202400001,202400001,2024-05-14,166,Jayalakshmipuram PS,Mysuru,1,3,Unknown,11,Traffic Related Offences,40,Rash Driving,1,Under Investigation,,12.34561,76.624424,24.0,48.0,5,6,0,1,0,0
243,100010103202400001,202400001,2024-12-06,103,Bagalkote Rural PS,Bagalkote,1,1,Unknown,2,Crimes Against Property,9,Burglary,2,Charge Sheeted,1,16.124942,75.672898,24.0,72.0,12,1,0,1,1,0
244,100050115202400004,202400004,2024-07-22,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,1,Under Investigation,,13.078203,77.540058,24.0,24.0,7,4,0,1,0,0
245,400140149202400001,202400001,2024-06-01,149,Gadag Town PS,Gadag,4,2,Unknown,6,Economic Offences,26,Bank Fraud,1,Under Investigation,,15.467482,75.606138,24.0,96.0,5,6,0,1,0,0
246,100140149202500002,202500002,2025-09-07,149,Gadag Town PS,Gadag,1,1,Unknown,6,Economic Offences,23,Cheating,7,Pending Trial,15,15.419259,75.637872,48.0,168.0,8,6,0,1,1,1
247,100040112202400001,202400001,2024-09-16,112,Bengaluru Rural Town PS,Bengaluru Rural,1,2,Unknown,3,Crimes Against Women,11,Dowry Death,2,Charge Sheeted,5,13.239157,77.59895,24.0,24.0,9,6,0,1,1,0
248,300270177202500001,202500001,2025-09-23,177,Udupi Town PS,Udupi,3,1,Unknown,1,Crimes Against Body,5,Grievous Hurt,2,Charge Sheeted,1,13.307422,74.695649,0.0,0.0,9,5,0,1,1,0
249,100080133202600001,202600001,2026-03-30,133,Chikkaballapura Town PS,Chikkaballapura,1,1,Unknown,6,Economic Offences,26,Bank Fraud,3,Convicted,9,13.384077,77.759723,24.0,24.0,3,4,0,1,1,1
250,400050116202400002,202400002,2024-09-21,116,Electronic City PS,Bengaluru Urban,4,2,Unknown,3,Crimes Against Women,14,Stalking,1,Under Investigation,,12.974286,77.694378,0.0,72.0,9,6,0,1,0,0
251,100220165202500006,202500006,2025-08-27,165,Devaraja PS,Mysuru,1,2,Unknown,1,Crimes Against Body,1,Murder,6,Closed (False Case),,12.322416,76.682555,0.0,24.0,8,4,0,1,0,1
252,100130148202500003,202500003,2025-08-16,148,Dharwad Rural PS,Dharwad,1,2,Unknown,5,Crimes Against SCs/STs,20,Atrocity - Physical Assault,2,Charge Sheeted,14,15.450513,74.97995,48.0,72.0,8,5,0,1,1,0
253,200260176202500001,202500001,2025-02-26,176,Tumakuru Town PS,Tumakuru,2,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,13.381161,77.093752,24.0,48.0,2,5,0,1,0,0
254,100170155202500002,202500002,2025-10-28,155,Kalaburagi (Gulbarga) Town PS,Kalaburagi (Gulbarga),1,2,Unknown,2,Crimes Against Property,9,Burglary,1,Under Investigation,,17.357021,76.790811,24.0,24.0,10,5,0,1,0,0
255,100270177202400001,202400001,2024-07-03,177,Udupi Town PS,Udupi,1,1,Unknown,2,Crimes Against Property,8,Dacoity,4,Acquitted,1,13.398173,74.782384,48.0,144.0,6,2,0,1,1,1
256,400200162202600001,202600001,2026-03-30,162,Koppal Rural PS,Koppal,4,2,Unknown,2,Crimes Against Property,7,Robbery,10,Abated,,15.358718,76.092742,48.0,0.0,3,0,0,1,0,0
257,100220165202400003,202400003,2024-07-22,165,Devaraja PS,Mysuru,1,2,Unknown,14,Sexual Offences,50,Outraging Modesty,10,Abated,,12.337322,76.695197,48.0,96.0,7,2,0,1,0,0
258,100220165202600003,202600003,2026-06-11,165,Devaraja PS,Mysuru,1,1,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,12.32764,76.603068,0.0,96.0,6,6,0,1,0,0
259,800050116202600001,202600001,2026-03-19,116,Electronic City PS,Bengaluru Urban,8,1,Unknown,1,Crimes Against Body,5,Grievous Hurt,1,Under Investigation,,13.058808,77.581711,48.0,48.0,3,6,0,1,0,0
260,100030109202500001,202500001,2025-09-28,109,Shahapur PS,Belagavi (Belgaum),1,2,Unknown,7,Cyber Crimes,30,Data Theft,2,Charge Sheeted,1,15.855406,74.56277,48.0,120.0,9,1,0,1,0,0
261,300050127202500001,202500001,2025-05-21,127,Peenya PS,Bengaluru Urban,3,1,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,12.968661,77.530733,24.0,24.0,5,1,0,1,0,0
262,200220165202500001,202500001,2025-10-11,165,Devaraja PS,Mysuru,2,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,2,Charge Sheeted,37,12.331421,76.669379,24.0,72.0,10,0,0,1,1,0
263,100270177202500002,202500002,2025-12-21,177,Udupi Town PS,Udupi,1,2,Unknown,1,Crimes Against Body,4,Assault,7,Pending Trial,28,13.37049,74.801402,0.0,0.0,12,6,0,1,1,1
264,100170156202500002,202500002,2025-01-18,156,Kalaburagi (Gulbarga) Rural PS,Kalaburagi (Gulbarga),1,3,Unknown,2,Crimes Against Property,55,Chain Snatching,3,Convicted,1,17.385228,76.770866,24.0,48.0,1,0,0,1,1,1
265,100270177202400002,202400002,2024-08-17,177,Udupi Town PS,Udupi,1,2,Unknown,1,Crimes Against Body,4,Assault,1,Under Investigation,,13.349606,74.753637,24.0,24.0,8,4,0,1,0,0
266,100050116202500005,202500005,2025-04-24,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,15,Other IPC Crimes,52,Criminal Intimidation,8,Referred to Another PS,,12.957284,77.503039,0.0,72.0,4,5,0,1,0,0
267,800140149202400001,202400001,2024-11-11,149,Gadag Town PS,Gadag,8,1,Unknown,3,Crimes Against Women,13,Sexual Harassment,2,Charge Sheeted,1,15.474137,75.597718,0.0,120.0,11,2,0,1,0,0
268,100240174202500001,202500001,2025-01-12,174,Ramanagara Town PS,Ramanagara,1,2,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,1,Under Investigation,,12.778062,77.332393,24.0,24.0,1,5,0,1,0,0
269,100010103202400002,202400002,2024-07-14,103,Bagalkote Rural PS,Bagalkote,1,3,Unknown,6,Economic Offences,23,Cheating,2,Charge Sheeted,1,16.150549,75.684066,0.0,48.0,7,2,0,1,1,0
270,100050115202600002,202600002,2026-02-15,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,13,Crimes Related to Documents/Property,47,Land Fraud,2,Charge Sheeted,35,12.981781,77.611783,48.0,72.0,2,2,0,1,1,0
271,100230173202500002,202500002,2025-08-13,173,Raichur Town PS,Raichur,1,2,Unknown,7,Cyber Crimes,31,Phishing,1,Under Investigation,,16.251601,77.335508,0.0,72.0,8,4,0,1,0,0
272,100240174202400002,202400002,2024-01-10,174,Ramanagara Town PS,Ramanagara,1,2,Unknown,1,Crimes Against Body,1,Murder,2,Charge Sheeted,25,12.777678,77.245122,24.0,0.0,1,2,0,1,1,0
273,100310181202600002,202600002,2026-04-25,181,Yadgir Town PS,Yadgir,1,2,Unknown,11,Traffic Related Offences,41,Hit and Run,7,Pending Trial,32,16.764351,77.190177,48.0,48.0,4,3,0,1,1,1
274,100110141202400002,202400002,2024-05-27,141,Mangalore South PS,Dakshina Kannada,1,3,Unknown,6,Economic Offences,26,Bank Fraud,2,Charge Sheeted,12,12.891726,74.881482,48.0,24.0,5,6,0,1,0,0
275,100050115202600003,202600003,2026-05-02,115,Whitefield PS,Bengaluru Urban,1,2,Unknown,4,Crimes Against Children,18,Child Labour,1,Under Investigation,,13.026114,77.685964,48.0,48.0,4,3,0,1,0,0
276,100030109202400003,202400003,2024-11-19,109,Shahapur PS,Belagavi (Belgaum),1,2,Unknown,7,Cyber Crimes,28,Identity Theft,1,Under Investigation,,15.832535,74.520947,0.0,24.0,11,6,0,1,0,0
277,100100137202500001,202500001,2025-09-26,137,Chitradurga Town PS,Chitradurga,1,3,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,14.288862,76.450284,48.0,120.0,9,5,0,1,0,0
278,100050125202500002,202500002,2025-01-03,125,Rajajinagar PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,1,Murder,5,Closed (Undetected),,13.061882,77.657874,0.0,144.0,12,5,0,1,0,1
279,200050128202400002,202400002,2024-11-20,128,Basavanagudi PS,Bengaluru Urban,2,3,Unknown,3,Crimes Against Women,15,Acid Attack,2,Charge Sheeted,34,12.934846,77.699564,0.0,0.0,11,2,0,1,1,0
280,100170155202400002,202400002,2024-06-07,155,Kalaburagi (Gulbarga) Town PS,Kalaburagi (Gulbarga),1,2,Unknown,3,Crimes Against Women,14,Stalking,7,Pending Trial,1,17.381852,76.816187,24.0,0.0,6,4,0,1,1,1
281,300070131202400001,202400001,2024-08-03,131,Chamarajanagara Town PS,Chamarajanagara,3,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,2,Charge Sheeted,1,11.935877,76.99192,0.0,48.0,7,6,0,1,1,0
282,400250175202600001,202600001,2026-05-19,175,Shivamogga Town PS,Shivamogga,4,2,Unknown,6,Economic Offences,25,Forgery,7,Pending Trial,26,13.971436,75.529319,0.0,0.0,5,6,0,1,1,1
283,100230173202400002,202400002,2024-06-07,173,Raichur Town PS,Raichur,1,1,Unknown,2,Crimes Against Property,8,Dacoity,1,Under Investigation,,16.159629,77.356612,48.0,48.0,5,4,0,1,0,0
284,300100138202400001,202400001,2024-04-10,138,Chitradurga Rural PS,Chitradurga,3,2,Unknown,6,Economic Offences,26,Bank Fraud,2,Charge Sheeted,11,14.194037,76.443197,0.0,0.0,4,5,0,1,0,0
285,100030109202400004,202400004,2024-03-13,109,Shahapur PS,Belagavi (Belgaum),1,2,Unknown,2,Crimes Against Property,8,Dacoity,1,Under Investigation,,15.820682,74.518486,24.0,72.0,3,6,0,1,0,0
286,100050119202600001,202600001,2026-04-05,119,HSR Layout PS,Bengaluru Urban,1,1,Unknown,7,Cyber Crimes,31,Phishing,3,Convicted,40,13.013049,77.612075,48.0,72.0,4,3,0,1,1,1
287,300030108202500001,202500001,2025-12-28,108,Tilakwadi PS,Belagavi (Belgaum),3,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,2,Charge Sheeted,38,15.871016,74.586371,48.0,72.0,12,2,0,1,0,0
288,100110139202600001,202600001,2026-05-09,139,Mangalore City (Bunder) PS,Dakshina Kannada,1,2,Unknown,10,Crimes Against Public Order,38,Unlawful Assembly,2,Charge Sheeted,39,12.851289,74.855941,48.0,72.0,5,1,0,1,0,0
289,400200161202500001,202500001,2025-03-08,161,Koppal Town PS,Koppal,4,2,Unknown,13,Crimes Related to Documents/Property,47,Land Fraud,1,Under Investigation,,15.367029,76.161362,48.0,144.0,3,5,0,1,0,0
290,100120146202400001,202400001,2024-06-06,146,Davanagere Rural PS,Davanagere,1,3,Unknown,1,Crimes Against Body,5,Grievous Hurt,2,Charge Sheeted,1,14.424232,75.921979,24.0,96.0,6,5,0,1,1,0
291,500260176202500001,202500001,2025-07-02,176,Tumakuru Town PS,Tumakuru,5,2,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,13.386962,77.097355,0.0,168.0,6,2,0,1,0,0
292,100110141202400003,202400003,2024-04-30,141,Mangalore South PS,Dakshina Kannada,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,7,Pending Trial,1,12.861528,74.824015,0.0,48.0,4,4,0,1,1,1
293,100200162202400001,202400001,2024-08-18,162,Koppal Rural PS,Koppal,1,2,Unknown,5,Crimes Against SCs/STs,21,Atrocity - Social Boycott,1,Under Investigation,,15.319602,76.206843,24.0,24.0,8,4,0,1,0,0
294,100230173202500003,202500003,2025-04-06,173,Raichur Town PS,Raichur,1,2,Unknown,2,Crimes Against Property,8,Dacoity,2,Charge Sheeted,1,16.161399,77.390065,24.0,48.0,4,4,0,1,1,0
295,100050116202500006,202500006,2025-09-22,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,14,Sexual Offences,50,Outraging Modesty,1,Under Investigation,,12.994755,77.649264,48.0,48.0,9,5,0,1,0,0
296,800060130202500001,202500001,2025-08-31,130,Bidar Rural PS,Bidar,8,1,Unknown,1,Crimes Against Body,3,Culpable Homicide,5,Closed (Undetected),,17.875723,77.543082,48.0,72.0,8,3,0,1,0,1
297,100050126202500001,202500001,2025-11-08,126,Hebbal PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,5,Closed (Undetected),,13.022753,77.654203,0.0,0.0,11,5,0,1,0,1
298,100180158202400001,202400001,2024-10-16,158,Kodagu Rural PS,Kodagu,1,2,Unknown,2,Crimes Against Property,6,Theft,2,Charge Sheeted,1,12.478464,75.746626,0.0,120.0,10,2,0,1,0,0
299,100050117202400005,202400005,2024-02-28,117,Koramangala PS,Bengaluru Urban,1,1,Unknown,3,Crimes Against Women,14,Stalking,6,Closed (False Case),,13.006506,77.544667,0.0,96.0,2,5,0,1,0,1
300,100060130202500003,202500003,2025-12-16,130,Bidar Rural PS,Bidar,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,1,Under Investigation,,17.877552,77.470702,0.0,72.0,12,4,0,1,0,0
301,300270177202400001,202400001,2024-01-17,177,Udupi Town PS,Udupi,3,2,Unknown,5,Crimes Against SCs/STs,21,Atrocity - Social Boycott,1,Under Investigation,,13.280258,74.732442,0.0,168.0,1,2,0,1,0,0
302,100080134202600001,202600001,2026-01-08,134,Chikkaballapura Rural PS,Chikkaballapura,1,1,Unknown,3,Crimes Against Women,12,Domestic Violence,3,Convicted,9,13.374296,77.724204,48.0,120.0,1,5,0,1,1,1
303,100300180202600001,202600001,2026-05-29,180,Vijayapura Town PS,Vijayapura,1,1,Unknown,13,Crimes Related to Documents/Property,47,Land Fraud,1,Under Investigation,,16.882292,75.751545,0.0,0.0,5,6,0,1,0,0
304,300280178202500003,202500003,2025-12-30,178,Uttara Kannada Town PS,Uttara Kannada,3,2,Unknown,2,Crimes Against Property,8,Dacoity,6,Closed (False Case),,14.838569,74.73217,48.0,0.0,12,1,0,1,0,1
305,100260176202500005,202500005,2025-08-04,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,6,Economic Offences,24,Criminal Breach of Trust,2,Charge Sheeted,1,13.338078,77.11896,48.0,96.0,7,3,0,1,0,0
306,100310181202600003,202600003,2026-02-23,181,Yadgir Town PS,Yadgir,1,2,Unknown,15,Other IPC Crimes,54,Mischief,2,Charge Sheeted,1,16.745126,77.093776,0.0,48.0,2,5,0,1,0,0
307,200050127202500001,202500001,2025-09-18,127,Peenya PS,Bengaluru Urban,2,2,Unknown,6,Economic Offences,25,Forgery,2,Charge Sheeted,34,12.956595,77.660945,48.0,24.0,9,2,0,1,1,0
308,200050125202500001,202500001,2025-08-19,125,Rajajinagar PS,Bengaluru Urban,2,2,Unknown,6,Economic Offences,26,Bank Fraud,2,Charge Sheeted,1,12.99947,77.551745,0.0,24.0,8,0,0,1,1,0
309,100220165202400004,202400004,2024-05-21,165,Devaraja PS,Mysuru,1,2,Unknown,3,Crimes Against Women,14,Stalking,3,Convicted,1,12.332307,76.638894,48.0,0.0,5,1,0,1,1,1
310,400090135202400002,202400002,2024-01-08,135,Chikkamagaluru Town PS,Chikkamagaluru,4,3,Unknown,1,Crimes Against Body,3,Culpable Homicide,2,Charge Sheeted,10,13.27567,75.813929,48.0,48.0,1,4,0,1,1,0
311,300150151202600001,202600001,2026-03-25,151,Hassan Town PS,Hassan,3,1,Unknown,3,Crimes Against Women,15,Acid Attack,1,Under Investigation,,12.993042,76.08659,48.0,24.0,3,1,0,1,0,0
312,400050115202600002,202600002,2026-02-05,115,Whitefield PS,Bengaluru Urban,4,1,Unknown,3,Crimes Against Women,14,Stalking,2,Charge Sheeted,40,12.921708,77.592603,48.0,0.0,2,3,0,1,1,0
313,300020104202500001,202500001,2025-04-03,104,Ballari (Bellary) Town PS,Ballari (Bellary),3,2,Unknown,8,Drug/Narcotic Offences,32,Ganja Possession,1,Under Investigation,,15.144386,76.87445,24.0,48.0,3,6,0,1,0,0
314,300070132202500001,202500001,2025-04-05,132,Chamarajanagara Rural PS,Chamarajanagara,3,1,Unknown,3,Crimes Against Women,13,Sexual Harassment,1,Under Investigation,,11.888059,76.981002,48.0,48.0,4,3,0,1,0,0
315,100230173202500004,202500004,2025-07-11,173,Raichur Town PS,Raichur,1,2,Unknown,7,Cyber Crimes,27,Online Fraud,5,Closed (Undetected),,16.160605,77.39288,48.0,24.0,7,3,0,1,0,1
316,100050116202500007,202500007,2025-01-13,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,13,Crimes Related to Documents/Property,47,Land Fraud,6,Closed (False Case),,13.023159,77.623923,0.0,24.0,1,5,0,1,0,1
317,100030106202400001,202400001,2024-08-07,106,Camp PS,Belagavi (Belgaum),1,2,Unknown,7,Cyber Crimes,29,Cyber Stalking,1,Under Investigation,,15.804168,74.507432,48.0,96.0,8,5,0,1,0,0
318,100190159202600001,202600001,2026-05-19,159,Kolar Town PS,Kolar,1,3,Unknown,6,Economic Offences,23,Cheating,2,Charge Sheeted,1,13.164438,78.07448,24.0,24.0,5,1,0,1,0,0
319,400220167202500001,202500001,2025-03-25,167,Nazarbad PS,Mysuru,4,1,Unknown,7,Cyber Crimes,28,Identity Theft,2,Charge Sheeted,23,12.33268,76.661277,24.0,0.0,3,1,0,1,1,0
320,200030106202400001,202400001,2024-07-18,106,Camp PS,Belagavi (Belgaum),2,2,Unknown,7,Cyber Crimes,28,Identity Theft,1,Under Investigation,,15.895047,74.529536,48.0,48.0,7,3,0,1,0,0
321,800220170202400001,202400001,2024-08-09,170,Vidyaranyapuram PS,Mysuru,8,2,Unknown,6,Economic Offences,26,Bank Fraud,6,Closed (False Case),,12.323236,76.609732,0.0,0.0,8,1,0,1,0,1
322,100180157202500003,202500003,2025-08-25,157,Kodagu Town PS,Kodagu,1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,2,Charge Sheeted,1,12.471432,75.761336,24.0,24.0,8,5,0,1,1,0
323,400110144202500002,202500002,2025-05-04,144,Ullal PS,Dakshina Kannada,4,3,Unknown,2,Crimes Against Property,8,Dacoity,7,Pending Trial,39,12.877942,74.887702,24.0,72.0,4,6,0,1,0,1
324,100050115202500002,202500002,2025-02-16,115,Whitefield PS,Bengaluru Urban,1,1,Unknown,9,Arms Act Offences,35,Illegal Firearm Possession,1,Under Investigation,,13.083549,77.5648,0.0,48.0,2,4,0,1,0,0
325,500050117202500001,202500001,2025-11-07,117,Koramangala PS,Bengaluru Urban,5,1,Unknown,2,Crimes Against Property,55,Chain Snatching,5,Closed (Undetected),,13.040747,77.662072,24.0,24.0,11,2,0,1,0,1
326,200050120202400001,202400001,2024-06-09,120,Indiranagar PS,Bengaluru Urban,2,1,Unknown,2,Crimes Against Property,9,Burglary,5,Closed (Undetected),,12.940196,77.506989,48.0,48.0,6,1,0,1,0,1
327,100110141202400004,202400004,2024-02-07,141,Mangalore South PS,Dakshina Kannada,1,2,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,3,Convicted,1,12.860997,74.821697,24.0,24.0,2,0,0,1,1,1
328,100220165202500007,202500007,2025-12-23,165,Devaraja PS,Mysuru,1,2,Unknown,2,Crimes Against Property,8,Dacoity,7,Pending Trial,37,12.340771,76.682982,48.0,144.0,12,2,0,1,0,1
329,500050117202500002,202500002,2025-11-20,117,Koramangala PS,Bengaluru Urban,5,2,Unknown,2,Crimes Against Property,10,Vehicle Theft,7,Pending Trial,1,13.094145,77.64605,48.0,48.0,11,5,0,1,1,1
330,100220169202500001,202500001,2025-05-08,169,Krishnaraja PS,Mysuru,1,2,Unknown,4,Crimes Against Children,16,Child Abuse,1,Under Investigation,,12.323283,76.69019,48.0,0.0,5,3,0,1,0,0
331,100050124202500002,202500002,2025-10-21,124,Banashankari PS,Bengaluru Urban,1,2,Unknown,4,Crimes Against Children,18,Child Labour,7,Pending Trial,1,12.959209,77.587374,48.0,48.0,10,6,0,1,1,1
332,100050116202400008,202400008,2024-07-29,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,1,Under Investigation,,13.005991,77.633001,24.0,48.0,7,5,0,1,0,0
333,100090136202600003,202600003,2026-01-20,136,Chikkamagaluru Rural PS,Chikkamagaluru,1,2,Unknown,8,Drug/Narcotic Offences,34,Drug Peddling,1,Under Investigation,,13.342877,75.750788,0.0,0.0,1,1,0,1,0,0
334,100020104202400001,202400001,2024-06-10,104,Ballari (Bellary) Town PS,Ballari (Bellary),1,1,Unknown,6,Economic Offences,25,Forgery,5,Closed (Undetected),,15.126457,76.977109,48.0,0.0,6,0,0,1,0,1
335,100290179202400001,202400001,2024-12-10,179,Vijayanagara Town PS,Vijayanagara,1,2,Unknown,2,Crimes Against Property,8,Dacoity,3,Convicted,1,15.209139,76.415762,0.0,24.0,12,0,0,1,1,1
336,100220171202400002,202400002,2024-02-04,171,Kuvempunagar PS,Mysuru,1,2,Unknown,4,Crimes Against Children,18,Child Labour,10,Abated,,12.312681,76.647292,0.0,0.0,2,3,0,1,0,0
337,300050116202500001,202500001,2025-11-01,116,Electronic City PS,Bengaluru Urban,3,2,Unknown,1,Crimes Against Body,1,Murder,7,Pending Trial,35,12.922061,77.580205,48.0,0.0,11,5,0,1,0,1
338,100050118202500001,202500001,2025-07-17,118,Jayanagar PS,Bengaluru Urban,1,3,Unknown,6,Economic Offences,24,Criminal Breach of Trust,2,Charge Sheeted,34,13.018103,77.598455,0.0,24.0,7,1,0,1,1,0
339,200200161202600001,202600001,2026-05-11,161,Koppal Town PS,Koppal,2,1,Unknown,7,Cyber Crimes,31,Phishing,7,Pending Trial,21,15.379308,76.139238,0.0,0.0,5,0,0,1,1,1
340,100260176202400005,202400005,2024-02-26,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,11,Traffic Related Offences,41,Hit and Run,8,Referred to Another PS,,13.376769,77.089863,48.0,72.0,2,2,0,1,0,0
341,300050115202500002,202500002,2025-12-01,115,Whitefield PS,Bengaluru Urban,3,2,Unknown,2,Crimes Against Property,7,Robbery,7,Pending Trial,36,12.955299,77.666328,0.0,24.0,11,1,0,1,0,1
342,100050116202500008,202500008,2025-04-27,116,Electronic City PS,Bengaluru Urban,1,2,Unknown,3,Crimes Against Women,12,Domestic Violence,7,Pending Trial,6,12.942446,77.670402,0.0,0.0,4,4,0,1,1,1
343,200050122202500001,202500001,2025-10-09,122,Yelahanka PS,Bengaluru Urban,2,1,Unknown,7,Cyber Crimes,29,Cyber Stalking,7,Pending Trial,34,13.06053,77.640608,48.0,48.0,10,1,0,1,0,1
344,100140150202500002,202500002,2025-08-20,150,Gadag Rural PS,Gadag,1,2,Unknown,2,Crimes Against Property,6,Theft,2,Charge Sheeted,15,15.448122,75.68109,0.0,0.0,8,2,0,1,1,0
345,100230173202500005,202500005,2025-03-06,173,Raichur Town PS,Raichur,1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,2,Charge Sheeted,1,16.204296,77.410046,48.0,24.0,3,2,0,1,1,0
346,100020105202600001,202600001,2026-02-18,105,Ballari (Bellary) Rural PS,Ballari (Bellary),1,2,Unknown,7,Cyber Crimes,28,Identity Theft,2,Charge Sheeted,1,15.19994,76.896512,24.0,24.0,2,1,0,1,1,0
347,100100138202500001,202500001,2025-11-22,138,Chitradurga Rural PS,Chitradurga,1,3,Unknown,1,Crimes Against Body,5,Grievous Hurt,2,Charge Sheeted,1,14.187142,76.38208,48.0,72.0,11,0,0,1,1,0
348,100280178202400003,202400003,2024-01-16,178,Uttara Kannada Town PS,Uttara Kannada,1,2,Unknown,15,Other IPC Crimes,54,Mischief,2,Charge Sheeted,1,14.815668,74.735653,0.0,0.0,1,0,0,1,1,0
349,100050115202400005,202400005,2024-10-03,115,Whitefield PS,Bengaluru Urban,1,1,Unknown,7,Cyber Crimes,27,Online Fraud,3,Convicted,40,12.959887,77.610477,24.0,24.0,9,5,0,1,1,1
350,100190160202500001,202500001,2025-04-29,160,Kolar Rural PS,Kolar,1,2,Unknown,2,Crimes Against Property,55,Chain Snatching,7,Pending Trial,1,13.117105,78.181493,48.0,0.0,4,1,0,1,1,1
351,100090135202600001,202600001,2026-06-05,135,Chikkamagaluru Town PS,Chikkamagaluru,1,2,Unknown,2,Crimes Against Property,6,Theft,1,Under Investigation,,13.376257,75.740366,0.0,96.0,5,5,0,1,0,0
352,100270177202500003,202500003,2025-12-31,177,Udupi Town PS,Udupi,1,2,Unknown,7,Cyber Crimes,30,Data Theft,2,Charge Sheeted,1,13.304653,74.792748,24.0,48.0,12,2,0,1,1,0
353,100020104202500002,202500002,2025-07-31,104,Ballari (Bellary) Town PS,Ballari (Bellary),1,2,Unknown,11,Traffic Related Offences,41,Hit and Run,1,Under Investigation,,15.105454,76.930563,48.0,48.0,7,5,0,1,0,0
354,200050117202600001,202600001,2026-07-03,117,Koramangala PS,Bengaluru Urban,2,1,Unknown,2,Crimes Against Property,8,Dacoity,6,Closed (False Case),,12.966591,77.639747,24.0,24.0,7,3,0,1,0,1
355,100260176202500006,202500006,2025-03-01,176,Tumakuru Town PS,Tumakuru,1,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,4,Acquitted,27,13.2926,77.130371,48.0,144.0,2,5,0,1,1,1
356,100220167202600002,202600002,2026-03-25,167,Nazarbad PS,Mysuru,1,2,Unknown,2,Crimes Against Property,7,Robbery,1,Under Investigation,,12.338046,76.64213,0.0,0.0,3,1,0,1,0,0
357,100290179202600001,202600001,2026-03-07,179,Vijayanagara Town PS,Vijayanagara,1,2,Unknown,1,Crimes Against Body,2,Attempt to Murder,9,Compromised,,15.241398,76.462201,24.0,72.0,3,2,0,1,0,0
358,100050114202600001,202600001,2026-06-02,114,Cubbon Park PS,Bengaluru Urban,1,2,Unknown,1,Crimes Against Body,3,Culpable Homicide,8,Referred to Another PS,,12.954889,77.568284,24.0,72.0,5,1,0,1,0,0
359,100110139202400001,202400001,2024-07-02,139,Mangalore City (Bunder) PS,Dakshina Kannada,1,2,Unknown,7,Cyber Crimes,29,Cyber Stalking,2,Charge Sheeted,39,12.873524,74.806179,24.0,96.0,6,2,0,1,0,0
360,100220172202500002,202500002,2025-03-13,172,Bannimantap PS,Mysuru,1,2,Unknown,8,Drug/Narcotic Offences,33,NDPS Trafficking,7,Pending Trial,1,12.326428,76.652723,0.0,144.0,3,3,0,1,1,1
